,Europeana_proxy,External_URI,Wikidata_URI
0,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0052,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
1,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0054,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
2,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0055,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
3,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0058,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
4,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0060,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
5,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0062,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
6,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0064,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
7,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0065,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
8,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0068,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
9,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0070,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
10,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0071,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
11,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0072,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
12,http://data.europeana.eu/proxy/europeana/2048212/nicole_farhi_maw02_0073,http://dbpedia.org/resource/Nicole_Farhi,http://wikidata.org/entity/Q1986991
