 wikidataURI,"label"
 http://www.wikidata.org/entity/Q12792680,"Daneš, Josip"
 http://www.wikidata.org/entity/Q19933208,"Danieli, Aldo"
 http://www.wikidata.org/entity/Q19933210,"Danilova, Avgusta"
 http://www.wikidata.org/entity/Q18642995,"Danilova, Mira"
 http://www.wikidata.org/entity/Q61126268,"Danilova, Silva"
 http://www.wikidata.org/entity/Q19933211,"Danilova, Vera"
 http://www.wikidata.org/entity/Q12783982,"Darian, Ado"
 http://www.wikidata.org/entity/Q19933213,"Darovec, Darko"
 http://www.wikidata.org/entity/Q5274861,"De Brea, Diego"
 http://www.wikidata.org/entity/Q3707167,"De Castro, Diego"
 http://www.wikidata.org/entity/Q23656885,"De Franceschi, Carlo"
 http://www.wikidata.org/entity/Q61791387,"De Micheli, Antonio"
 http://www.wikidata.org/entity/Q12784776,"Debeljak, Anton"
 http://www.wikidata.org/entity/Q12796113,"Debeljak, Matija"
 http://www.wikidata.org/entity/Q18644658,"Debeljak, Mihael"
 http://www.wikidata.org/entity/Q18645238,"Debeljak, Stanko"
 http://www.wikidata.org/entity/Q18646294,"Debeljak, Zorko"
 http://www.wikidata.org/entity/Q61816359,"Debeljuh, Mara"
 http://www.wikidata.org/entity/Q61816285,"Debenjak, Maks"
 http://www.wikidata.org/entity/Q12641232,"Debenjak, Riko"
 http://www.wikidata.org/entity/Q18604261,"Debevc, Jože"
 http://www.wikidata.org/entity/Q12784777,"Debevec, Anton"
 http://www.wikidata.org/entity/Q19933236,"Debevec, Ciril"
 http://www.wikidata.org/entity/Q18587112,"Debevec, Janez"
 http://www.wikidata.org/entity/Q17778060,"Debevec, Jože"
 http://www.wikidata.org/entity/Q561734,"Debevec, Rajmond"
 http://www.wikidata.org/entity/Q18644912,"Defranceschi, Peter"
 http://www.wikidata.org/entity/Q2743333,"Degrassi, Attilio"
 http://www.wikidata.org/entity/Q46482558,"Dejak, Henrik"
 http://www.wikidata.org/entity/Q61816113,"Deklenčič, Anton"
 http://www.wikidata.org/entity/Q19933246,"Dekleva Modic, Marica"
 http://www.wikidata.org/entity/Q12790060,"Dekleva, Gorazd"
 http://www.wikidata.org/entity/Q12791272,"Dekleva, Igor"
 http://www.wikidata.org/entity/Q18604262,"Dekleva, Jože"
 http://www.wikidata.org/entity/Q12795500,"Dekleva, Maks"
 http://www.wikidata.org/entity/Q18645239,"Dekleva, Stanko"
 http://www.wikidata.org/entity/Q12800563,"Del Cott, Rudolf"
 http://www.wikidata.org/entity/Q61791417,"Del Medico, Dino"
 http://www.wikidata.org/entity/Q61791398,"Del Neri, Clemente Costantino"
 http://www.wikidata.org/entity/Q12630957,"Delak, Ferdo"
 http://www.wikidata.org/entity/Q12789330,"Delak, Franjo Ivan"
 http://www.wikidata.org/entity/Q61791437,"Della Bona, Giovanni Giacomo"
 http://www.wikidata.org/entity/Q61791430,"Della Bona, Giuseppe Domenico"
 http://www.wikidata.org/entity/Q61791394,"Delpin, Ivan"
 http://www.wikidata.org/entity/Q13567245,"Delpin, Rastislav"
 http://www.wikidata.org/entity/Q86241,"Demus, Otto"
 http://www.wikidata.org/entity/Q106353087,"Demšar, Alojz"
 http://www.wikidata.org/entity/Q12785980,"Demšar, Blaž"
 http://www.wikidata.org/entity/Q113772663,"Demšar, Drago"
 http://www.wikidata.org/entity/Q12790013,"Demšar, Gojmir"
 http://www.wikidata.org/entity/Q12792396,"Demšar, Jernej"
 http://www.wikidata.org/entity/Q12792684,"Demšar, Jože"
 http://www.wikidata.org/entity/Q12792947,"Demšar, Jožef Anton"
 http://www.wikidata.org/entity/Q12805720,"Demšar, Vilim"
 http://www.wikidata.org/entity/Q12793493,"Dereani - Bežek, Karmen"
 http://www.wikidata.org/entity/Q18608625,"Dereani, Ernest"
 http://www.wikidata.org/entity/Q12796238,"Derganc Veselko, Maša"
 http://www.wikidata.org/entity/Q12789060,"Derganc, Franc"
 http://www.wikidata.org/entity/Q12789063,"Derganc, Franc"
 http://www.wikidata.org/entity/Q18529624,"Dermastia, Ivan"
 http://www.wikidata.org/entity/Q12792686,"Dermastia, Josip"
 http://www.wikidata.org/entity/Q17520853,"Dermastia, Marijan"
 http://www.wikidata.org/entity/Q18642966,"Dermastia, Mihaela"
 http://www.wikidata.org/entity/Q12784779,"Dermota, Anton"
 http://www.wikidata.org/entity/Q107355762,"Dermota, Lovro"
 http://www.wikidata.org/entity/Q113772595,"Dermota, Valter"
 http://www.wikidata.org/entity/Q111345140,"Dernič, Anton"
 http://www.wikidata.org/entity/Q12786037,"Derč, Bogdan"
 http://www.wikidata.org/entity/Q18529625,"Deržič, Ivan"
 http://www.wikidata.org/entity/Q5478131,"Detela, Fran"
 http://www.wikidata.org/entity/Q12794737,"Detela, Leon"
 http://www.wikidata.org/entity/Q112312,"Detela, Lev"
 http://www.wikidata.org/entity/Q111345161,"Deutschmann, Janez"
 http://www.wikidata.org/entity/Q12788807,"Dev, Feliks"
 http://www.wikidata.org/entity/Q21556287,"Dev, Franc Ksaver"
 http://www.wikidata.org/entity/Q12798043,"Dev, Oskar"
 http://www.wikidata.org/entity/Q61791307,"Devetak - Bignami, Ilka"
 http://www.wikidata.org/entity/Q61791380,"Devetak, Aleksandra"
 http://www.wikidata.org/entity/Q61791368,"Devetak, Danilo"
 http://www.wikidata.org/entity/Q12788343,"Devetak, Emil"
 http://www.wikidata.org/entity/Q12789521,"Devetak, Gabrijel"
 http://www.wikidata.org/entity/Q59845736,"Devetak, Gabrijel"
 http://www.wikidata.org/entity/Q61053309,"Devetak, Josip"
 http://www.wikidata.org/entity/Q12793482,"Devetak, Karlo"
 http://www.wikidata.org/entity/Q12794761,"Devetak, Leopold"
 http://www.wikidata.org/entity/Q12795666,"Devetak, Marcellino"
 http://www.wikidata.org/entity/Q18645039,"Devetak, Remo"
 http://www.wikidata.org/entity/Q61695846,"Devetak, Silvo"
 http://www.wikidata.org/entity/Q61791294,"Devidé, Patrizia"
 http://www.wikidata.org/entity/Q18529627,"Dečko, Ivan"
 http://www.wikidata.org/entity/Q61791248,"Dežela, Matej"
 http://www.wikidata.org/entity/Q12784781,"Dežman, Anton"
 http://www.wikidata.org/entity/Q2071744,"Dežman, Karel"
 http://www.wikidata.org/entity/Q18643091,"Di Batista, Tina"
 http://www.wikidata.org/entity/Q61791228,"Didek, Smiljana"
 http://www.wikidata.org/entity/Q12806772,"Didek, Zoran"
 http://www.wikidata.org/entity/Q18524163,"Diehl, Branko"
 http://www.wikidata.org/entity/Q61791188,"Dietz, Zoran"
 http://www.wikidata.org/entity/Q61053306,"Dillherr, Karl"
 http://www.wikidata.org/entity/Q761128,"Dimitz, Avgust"
 http://www.wikidata.org/entity/Q18627615,"Dimitz, Ludovik"
 http://www.wikidata.org/entity/Q3398852,"Dimkovska, Lidija"
 http://www.wikidata.org/entity/Q12791533,"Dimnik, Ivan"
 http://www.wikidata.org/entity/Q12791861,"Dimnik, Jakob"
 http://www.wikidata.org/entity/Q59814735,"Dimnik, Martin"
 http://www.wikidata.org/entity/Q18508654,"Dimnik, Slavoj"
 http://www.wikidata.org/entity/Q61791098,"Dimnik, Stanko"
 http://www.wikidata.org/entity/Q12786040,"Ditrich, Bogdan"
 http://www.wikidata.org/entity/Q61791058,"Divinar, Filip"
 http://www.wikidata.org/entity/Q3615687,"Divus Justinopolitanus, Andreas"
 http://www.wikidata.org/entity/Q12789062,"Doberlet, Franc"
 http://www.wikidata.org/entity/Q104524395,"Doberšek, Blanka"
 http://www.wikidata.org/entity/Q104523265,"Doberšek, Tit"
 http://www.wikidata.org/entity/Q112337230,"Dobnik, Sebastjan"
 http://www.wikidata.org/entity/Q19933311,"Dobnikar, Frančišek"
 http://www.wikidata.org/entity/Q12795466,"Dobovišek, Majda"
 http://www.wikidata.org/entity/Q18645093,"Dobovišek, Rudolf"
 http://www.wikidata.org/entity/Q18529338,"Dobovšek, Fran"
 http://www.wikidata.org/entity/Q876706,"Dobravec, Alojz"
 http://www.wikidata.org/entity/Q61790949,"Dobrila, Evgen"
 http://www.wikidata.org/entity/Q337925,"Dobrila, Juraj"
 http://www.wikidata.org/entity/Q18604365,"Dobrovc, Jožef"
 http://www.wikidata.org/entity/Q73102682,"Doganoc, Darinka Zdenka"
 http://www.wikidata.org/entity/Q12784783,"Dokler, Anton"
 http://www.wikidata.org/entity/Q18488114,"Doktorič, Aleš"
 http://www.wikidata.org/entity/Q12787356,"Doktorič, David Fortunat"
 http://www.wikidata.org/entity/Q944304,"Dolanc, Stane"
 http://www.wikidata.org/entity/Q59651753,"Dolar, Anton"
 http://www.wikidata.org/entity/Q61053303,"Dolar, Nikolaj"
 http://www.wikidata.org/entity/Q12802723,"Dolar, Simon"
 http://www.wikidata.org/entity/Q2725433,"Dolci, Danilo"
 http://www.wikidata.org/entity/Q18643131,"Dolenc - Gollmayer, Viktorija Milena"
 http://www.wikidata.org/entity/Q65966821,"Dolenc, Božidar"
 http://www.wikidata.org/entity/Q48198079,"Dolenc, Darko"
 http://www.wikidata.org/entity/Q12788532,"Dolenc, Ervin"
 http://www.wikidata.org/entity/Q18529843,"Dolenc, Ivan"
 http://www.wikidata.org/entity/Q12791858,"Dolenc, Jakob"
 http://www.wikidata.org/entity/Q18507989,"Dolenc, Jana"
 http://www.wikidata.org/entity/Q12792001,"Dolenc, Janez"
 http://www.wikidata.org/entity/Q18644589,"Dolenc, Matija"
 http://www.wikidata.org/entity/Q12796430,"Dolenc, Metod"
 http://www.wikidata.org/entity/Q12796598,"Dolenc, Milan"
 http://www.wikidata.org/entity/Q12800203,"Dolenc, Rihard"
 http://www.wikidata.org/entity/Q12805678,"Dolenc, Viktor"
 http://www.wikidata.org/entity/Q61053300,"Dolenec, Ciril"
 http://www.wikidata.org/entity/Q12790994,"Dolenec, Hinko"
 http://www.wikidata.org/entity/Q12791536,"Dolenec, Ivan"
 http://www.wikidata.org/entity/Q18507437,"Dolgan, Anton"
 http://www.wikidata.org/entity/Q18507436,"Dolgan, Anton"
 http://www.wikidata.org/entity/Q12788537,"Dolgan, Ervin"
 http://www.wikidata.org/entity/Q61790674,"Dolgan, Josip"
 http://www.wikidata.org/entity/Q12795834,"Dolgan, Marjan"
 http://www.wikidata.org/entity/Q12795835,"Dolgan, Marjan"
 http://www.wikidata.org/entity/Q12796666,"Dolgan, Milena"
 http://www.wikidata.org/entity/Q18571729,"Dolhar, Alojz"
 http://www.wikidata.org/entity/Q12799819,"Dolhar, Rafko"
 http://www.wikidata.org/entity/Q12786704,"Doliac, Carlo"
 http://www.wikidata.org/entity/Q18507439,"Dolinar, Anton"
 http://www.wikidata.org/entity/Q18507438,"Dolinar, Anton"
 http://www.wikidata.org/entity/Q12788045,"Dolinar, Dušan"
 http://www.wikidata.org/entity/Q18507884,"Dolinar, Elvira"
 http://www.wikidata.org/entity/Q12789064,"Dolinar, Franc"
 http://www.wikidata.org/entity/Q3804689,"Dolinar, Ivan"
 http://www.wikidata.org/entity/Q18608640,"Dolinar, Jurij"
 http://www.wikidata.org/entity/Q3258708,"Dolinar, Lojze"
 http://www.wikidata.org/entity/Q12795308,"Dolinar, Luka"
 http://www.wikidata.org/entity/Q112337234,"Dolinar, Marjan"
 http://www.wikidata.org/entity/Q12804227,"Dolinar, Tomaž"
 http://www.wikidata.org/entity/Q12794646,"Dolinšek, Lavoslav"
 http://www.wikidata.org/entity/Q18608698,"Dolinšek, Leon"
 http://www.wikidata.org/entity/Q61790631,"Doljak Klarič, Bogomila"
 http://www.wikidata.org/entity/Q61790651,"Doljak, Frančišek"
 http://www.wikidata.org/entity/Q12792681,"Doljak, Josip"
 http://www.wikidata.org/entity/Q12794763,"Doljak, Leopold"
 http://www.wikidata.org/entity/Q18644590,"Doljak, Matija"
 http://www.wikidata.org/entity/Q61790667,"Doljak, Štefan"
 http://www.wikidata.org/entity/Q12793122,"Dolliner, Jurij"
 http://www.wikidata.org/entity/Q18604268,"Dolmark, Jože"
 http://www.wikidata.org/entity/Q61053279,"Dolničar, Aleš Žiga"
 http://www.wikidata.org/entity/Q10963820,"Dolničar, Ivan"
 http://www.wikidata.org/entity/Q12791979,"Dolničar, Janez Anton"
 http://www.wikidata.org/entity/Q12792016,"Dolničar, Janez Gregor"
 http://www.wikidata.org/entity/Q6153778,"Dolničar, Janez Krstnik"
 http://www.wikidata.org/entity/Q61790621,"Dolničar, Jožef"
 http://www.wikidata.org/entity/Q12788995,"Dolšak, Franc"
 http://www.wikidata.org/entity/Q61790613,"Dolžan, Angel"
 http://www.wikidata.org/entity/Q12792394,"Dolžan, Jernej"
 http://www.wikidata.org/entity/Q88158118,"Domanjko Petrič, Aleksandra"
 http://www.wikidata.org/entity/Q61790603,"Domenis, Valentin"
 http://www.wikidata.org/entity/Q18507440,"Domicelj, Anton"
 http://www.wikidata.org/entity/Q61053266,"Domicelj, Franc"
 http://www.wikidata.org/entity/Q61790590,"Domicelj, Silvester"
 http://www.wikidata.org/entity/Q61790585,"Dominico, Andrej Nikolaj"
 http://www.wikidata.org/entity/Q27093681,"Dominik Koprčan"
 http://www.wikidata.org/entity/Q14698727,"Dominko, Fran"
 http://www.wikidata.org/entity/Q59845653,"Dominko, Fran"
 http://www.wikidata.org/entity/Q15569197,"Dominkuš Inkret, Darja"
 http://www.wikidata.org/entity/Q12788815,"Dominkuš, Ferdinand"
 http://www.wikidata.org/entity/Q65962817,"Domjan, Alenka"
 http://www.wikidata.org/entity/Q61790577,"Dompieri, Sergio"
 http://www.wikidata.org/entity/Q61790565,"Dorbolò, Lin Mihael"
 http://www.wikidata.org/entity/Q12792949,"Dornig, Jožef"
 http://www.wikidata.org/entity/Q61053261,"Dornigg, Egidij"
 http://www.wikidata.org/entity/Q61787867,"Dornik, Harjet"
 http://www.wikidata.org/entity/Q13472904,"Dornik, Ivan"
 http://www.wikidata.org/entity/Q61787881,"Dorčić, Branko"
 http://www.wikidata.org/entity/Q12792683,"Dostal, Josip"
 http://www.wikidata.org/entity/Q12787299,"Dougan, Danilo"
 http://www.wikidata.org/entity/Q61787840,"Dovšak, Mirko"
 http://www.wikidata.org/entity/Q107539720,"Dragan, Valter"
 http://www.wikidata.org/entity/Q4167485,"Dragar, Rezka"
 http://www.wikidata.org/entity/Q18644564,"Dragonja, Matej"
 http://www.wikidata.org/entity/Q12796431,"Dragonja, Metod"
 http://www.wikidata.org/entity/Q12794736,"Dragutinović, Leon"
 http://www.wikidata.org/entity/Q18643150,"Dragutinović, Štefa"
 http://www.wikidata.org/entity/Q61787795,"Drašlar, Kazimir"
 http://www.wikidata.org/entity/Q12784122,"Drašček, Albert"
 http://www.wikidata.org/entity/Q61787809,"Drašček, Ivan"
 http://www.wikidata.org/entity/Q15445879,"Dreger, Julius"
 http://www.wikidata.org/entity/Q17349373,"Drekonja, Ciril"
 http://www.wikidata.org/entity/Q18529376,"Drenovec, Franc"
 http://www.wikidata.org/entity/Q12795086,"Drenovec, Lojze"
 http://www.wikidata.org/entity/Q61053246,"Drevenšek, Emanuel"
 http://www.wikidata.org/entity/Q112337949,"Drljepan, Jure"
 http://www.wikidata.org/entity/Q171228,"Drnovšek, Janez"
 http://www.wikidata.org/entity/Q12795836,"Drnovšek, Marjan"
 http://www.wikidata.org/entity/Q61787781,"Drobež, Marijan"
 http://www.wikidata.org/entity/Q48294996,"Drobnič Košorok, Marinka"
 http://www.wikidata.org/entity/Q59326513,"Drobnič, Anton"
 http://www.wikidata.org/entity/Q18604191,"Drobnič, Josip"
 http://www.wikidata.org/entity/Q61124506,"Drofenik, Franček"
 http://www.wikidata.org/entity/Q12800356,"Drofenik, Rok"
 http://www.wikidata.org/entity/Q61787767,"Drol, Anton"
 http://www.wikidata.org/entity/Q13473119,"Drolc, Štefka"
 http://www.wikidata.org/entity/Q18645072,"Drole, Roman"
 http://www.wikidata.org/entity/Q48069322,"Drozg, Vladimir"
 http://www.wikidata.org/entity/Q12790999,"Druzovič, Hinko"
 http://www.wikidata.org/entity/Q15120110,"Družina, Andreana"
 http://www.wikidata.org/entity/Q61787713,"Družina, Anton"
 http://www.wikidata.org/entity/Q660313,"Drčar Murko, Mojca"
 http://www.wikidata.org/entity/Q61787669,"Dugar, Luka"
 http://www.wikidata.org/entity/Q61787635,"Dugulin, Avgust"
 http://www.wikidata.org/entity/Q12784787,"Duhovnik, Anton"
 http://www.wikidata.org/entity/Q12784148,"Dujc, Albin"
 http://www.wikidata.org/entity/Q18645082,"Dujc, Rudi"
 http://www.wikidata.org/entity/Q61787606,"Dujec Zaccaria, Angela"
 http://www.wikidata.org/entity/Q18645596,"Dujmovič, Vladimir"
 http://www.wikidata.org/entity/Q12789327,"Dular, Franjo"
 http://www.wikidata.org/entity/Q18644632,"Dular, Metod"
 http://www.wikidata.org/entity/Q12792647,"Durn, Josip F."
 http://www.wikidata.org/entity/Q12806578,"Duša, Valentin"
 http://www.wikidata.org/entity/Q73102869,"Dvoršak, Henrik"
 http://www.wikidata.org/entity/Q12788499,"Ebenšpanger, Ernest"
 http://www.wikidata.org/entity/Q12792077,"Edling, Janez Nepomuk Jakob"
 http://www.wikidata.org/entity/Q12800540,"Edling, Rudolf Jožef"
 http://www.wikidata.org/entity/Q3701504,"Egartner, Josip"
 http://www.wikidata.org/entity/Q12791538,"Eggenberger, Ivan"
 http://www.wikidata.org/entity/Q18487966,"Ehrlich, Albin"
 http://www.wikidata.org/entity/Q12789530,"Ehrlich, Gabrijela"
 http://www.wikidata.org/entity/Q18587120,"Ehrlich, Janez"
 http://www.wikidata.org/entity/Q1930682,"Ehrlich, Lambert"
 http://www.wikidata.org/entity/Q12795977,"Ehrlich, Martin"
 http://www.wikidata.org/entity/Q502819,"Einspieler, Andrej"
 http://www.wikidata.org/entity/Q12790400,"Einspieler, Gregor"
 http://www.wikidata.org/entity/Q12794588,"Einspieler, Lambert"
 http://www.wikidata.org/entity/Q12788817,"Eisenberger, Ferdinand"
 http://www.wikidata.org/entity/Q66368534,"Ekart, Primož"
 http://www.wikidata.org/entity/Q61787573,"Elersič, Janez Krstnik"
 http://www.wikidata.org/entity/Q1869253,"Eller, Fran"
 http://www.wikidata.org/entity/Q12784786,"Ellner, Anton"
 http://www.wikidata.org/entity/Q12784548,"Elsbacher, Andrej"
 http://www.wikidata.org/entity/Q12788819,"Elwanger, Ferdinand"
 http://www.wikidata.org/entity/Q123956,"Elze, Theodor"
 http://www.wikidata.org/entity/Q11206723,"Emeršič, Bojan"
 http://www.wikidata.org/entity/Q61787564,"Endrizzi, Guglielmo"
 http://www.wikidata.org/entity/Q12794738,"Engelman, Leon"
 http://www.wikidata.org/entity/Q18642998,"Engelman, Mira"
 http://www.wikidata.org/entity/Q18645576,"Engelman, Vinko"
 http://www.wikidata.org/entity/Q12792615,"Erben, Josef"
 http://www.wikidata.org/entity/Q990123,"Erber, Jurij"
 http://www.wikidata.org/entity/Q12784795,"Erberg, Anton"
 http://www.wikidata.org/entity/Q12785781,"Erberg, Bernhard Ferdinand"
 http://www.wikidata.org/entity/Q12806102,"Erberg, Inocenc"
 http://www.wikidata.org/entity/Q12791995,"Erberg, Janez Danijel"
 http://www.wikidata.org/entity/Q6279912,"Erberg, Jožef Kalasanc"
 http://www.wikidata.org/entity/Q61787551,"Erbicchio, Gregor"
 http://www.wikidata.org/entity/Q107552312,"Erdlen, Karel"
 http://www.wikidata.org/entity/Q47980865,"Erhartič, Bojan"
 http://www.wikidata.org/entity/Q12784790,"Erjavec, Anton"
 http://www.wikidata.org/entity/Q3080445,"Erjavec, Fran"
 http://www.wikidata.org/entity/Q13475216,"Erjavec, Fran"
 http://www.wikidata.org/entity/Q74652699,"Erjavec, Helena"
 http://www.wikidata.org/entity/Q18644592,"Erjavec, Matija"
 http://www.wikidata.org/entity/Q18604366,"Erker, Jožef"
 http://www.wikidata.org/entity/Q12788883,"Erlah, Filip Jakob"
 http://www.wikidata.org/entity/Q59334237,"Erniša, Geza"
 http://www.wikidata.org/entity/Q19933465,"Erthal, Eberhard"
 http://www.wikidata.org/entity/Q18587121,"Eržen, Janez"
 http://www.wikidata.org/entity/Q12805679,"Eržen, Viktor"
 http://www.wikidata.org/entity/Q1730917,"Eulenstein, Karl Heinrich"
 http://www.wikidata.org/entity/Q12802680,"Exel Škerlak, Silva"
 http://www.wikidata.org/entity/Q12792687,"Fabiani, Josip"
 http://www.wikidata.org/entity/Q18627605,"Fabiani, Lorenzo"
 http://www.wikidata.org/entity/Q597895,"Fabiani, Maks"
 http://www.wikidata.org/entity/Q18587125,"Fabijan, Janez Evangelist"
 http://www.wikidata.org/entity/Q61787547,"Fabijan, Jožef"
 http://www.wikidata.org/entity/Q12789072,"Fabinc, Franc"
 http://www.wikidata.org/entity/Q61826852,"Fabjan, Diomira"
 http://www.wikidata.org/entity/Q12796601,"Fabjančič, Milan"
 http://www.wikidata.org/entity/Q12805954,"Fabjančič, Vladislav"
 http://www.wikidata.org/entity/Q923800,"Fabri, Honorat"
 http://www.wikidata.org/entity/Q61785628,"Fabris, Franc"
 http://www.wikidata.org/entity/Q61785613,"Fabrizio, Narcis"
 http://www.wikidata.org/entity/Q19933484,"Faganel, Jordan"
 http://www.wikidata.org/entity/Q18645041,"Faganel, Robert"
 http://www.wikidata.org/entity/Q3839612,"Faidutti, Luigi"
 http://www.wikidata.org/entity/Q61053152,"Faitanus, Joannes"
 http://www.wikidata.org/entity/Q12791542,"Fajdiga, Ivan"
 http://www.wikidata.org/entity/Q12787300,"Fajgelj, Danilo"
 http://www.wikidata.org/entity/Q59845587,"Fajgelj, Franc Danijel"
 http://www.wikidata.org/entity/Q61785589,"Fajs, Rudolf"
 http://www.wikidata.org/entity/Q12784789,"Fakin, Anton"
 http://www.wikidata.org/entity/Q12802690,"Fakuč, Silvester"
 http://www.wikidata.org/entity/Q18587343,"Faludi, Janoš"
 http://www.wikidata.org/entity/Q61785564,"Faninger, Ana"
 http://www.wikidata.org/entity/Q18644720,"Fantini, Mario"
 http://www.wikidata.org/entity/Q61053145,"Fanton de Brunn, Jožef Ignacij"
 http://www.wikidata.org/entity/Q3547663,"Fantoni, Tomaž"
 http://www.wikidata.org/entity/Q18519794,"Farčnik, Blaž"
 http://www.wikidata.org/entity/Q19933556,"Fatur, Bogomil"
 http://www.wikidata.org/entity/Q61785561,"Fatur, Bogomil"
 http://www.wikidata.org/entity/Q12787856,"Fatur, Dragotin"
 http://www.wikidata.org/entity/Q11753382,"Fatur, Lea"
 http://www.wikidata.org/entity/Q12802701,"Fatur, Silvo"
 http://www.wikidata.org/entity/Q5041504,"Favetti, Carlo"
 http://www.wikidata.org/entity/Q12800397,"Favier, Romana"
 http://www.wikidata.org/entity/Q21548053,"Fayenz, Anton Mihael"
 http://www.wikidata.org/entity/Q61053141,"Fayenz, Josip"
 http://www.wikidata.org/entity/Q61053132,"Fazia, Matej"
 http://www.wikidata.org/entity/Q61785553,"Febej, Ambrož"
 http://www.wikidata.org/entity/Q3701288,"Feigel, Damir"
 http://www.wikidata.org/entity/Q18507369,"Fekonja, Andrej"
 http://www.wikidata.org/entity/Q18508632,"Fekonja, Roman"
 http://www.wikidata.org/entity/Q18604271,"Felc, Jože"
 http://www.wikidata.org/entity/Q61053129,"Felix a S. Anna"
 http://www.wikidata.org/entity/Q21548269,"Fellinger, Johann Georg"
 http://www.wikidata.org/entity/Q3993029,"Ferenc, Tone"
 http://www.wikidata.org/entity/Q61785545,"Ferfila, Franjo"
 http://www.wikidata.org/entity/Q61053115,"Ferfilla, Avguštin"
 http://www.wikidata.org/entity/Q61052228,"Ferfilla, Matija"
 http://www.wikidata.org/entity/Q61785533,"Ferfoglia, Luciano"
 http://www.wikidata.org/entity/Q6290862,"Ferfolja, Josip"
 http://www.wikidata.org/entity/Q52156522,"Ferjan, Franc"
 http://www.wikidata.org/entity/Q12784552,"Ferjančič, Andrej"
 http://www.wikidata.org/entity/Q12784792,"Ferjančič, Anton"
 http://www.wikidata.org/entity/Q12788030,"Ferjančič, Duša"
 http://www.wikidata.org/entity/Q19933567,"Ferjančič, Edko"
 http://www.wikidata.org/entity/Q12788818,"Ferjančič, Ferdinand"
 http://www.wikidata.org/entity/Q12788996,"Ferjančič, Fran"
 http://www.wikidata.org/entity/Q12791248,"Ferjančič, Ignac"
 http://www.wikidata.org/entity/Q18507968,"Ferjančič, Ivanka"
 http://www.wikidata.org/entity/Q12789073,"Ferk, Franc"
 http://www.wikidata.org/entity/Q12789361,"Ferletič, Franka"
 http://www.wikidata.org/entity/Q61785531,"Ferletič, Marija"
 http://www.wikidata.org/entity/Q12787390,"Ferligoj, Davorin"
 http://www.wikidata.org/entity/Q61785516,"Ferligoj, Urška"
 http://www.wikidata.org/entity/Q18507441,"Ferlinz, Anton"
 http://www.wikidata.org/entity/Q41800089,"Ferluga, Fedora"
 http://www.wikidata.org/entity/Q19671564,"Ferluga, Ferdinand"
 http://www.wikidata.org/entity/Q445276,"Ferluga, Jadran"
 http://www.wikidata.org/entity/Q12793421,"Ferluga, Karel"
 http://www.wikidata.org/entity/Q12793658,"Ferluga, Kilijan"
 http://www.wikidata.org/entity/Q12798415,"Ferluga, Pavel"
 http://www.wikidata.org/entity/Q12805641,"Ferluga, Vida"
 http://www.wikidata.org/entity/Q18645565,"Ferluga, Viljem"
 http://www.wikidata.org/entity/Q18646310,"Ferluga, Štefan"
 http://www.wikidata.org/entity/Q12794877,"Ferrari, Liliana"
 http://www.wikidata.org/entity/Q20521037,"Ferrari, Renato"
 http://www.wikidata.org/entity/Q61126312,"Ferrari, Sergej"
 http://www.wikidata.org/entity/Q61052225,"Ferratta, Francesco"
 http://www.wikidata.org/entity/Q61052223,"Ferreti, Benedikt"
 http://www.wikidata.org/entity/Q12794583,"Ferčnik, Lambert"
 http://www.wikidata.org/entity/Q61052218,"Fettich - Frankheim, Ludovik"
 http://www.wikidata.org/entity/Q61052208,"Fettich - Frankheim, Oton"
 http://www.wikidata.org/entity/Q37296484,"Ficko, Peter"
 http://www.wikidata.org/entity/Q21548128,"Fikelscherer, Franc"
 http://www.wikidata.org/entity/Q18608641,"Fikfak, Jurij"
 http://www.wikidata.org/entity/Q18644767,"Filej, Mirko"
 http://www.wikidata.org/entity/Q61785406,"Filej, Peter"
 http://www.wikidata.org/entity/Q19298546,"Filip"
 http://www.wikidata.org/entity/Q59845350,"Filipič, Alojz"
 http://www.wikidata.org/entity/Q61762351,"Filipič, Andrej"
 http://www.wikidata.org/entity/Q12792008,"Filipič, Janez"
 http://www.wikidata.org/entity/Q18627617,"Filipič, Ludovik"
 http://www.wikidata.org/entity/Q61762317,"Filipović Grčić, Božidar"
 http://www.wikidata.org/entity/Q12798606,"Filipčič, Peter"
 http://www.wikidata.org/entity/Q61762231,"Filli, Boris"
 http://www.wikidata.org/entity/Q61785449,"Filli, Giovanni Luigi"
 http://www.wikidata.org/entity/Q61762224,"Filli, Ivan"
 http://www.wikidata.org/entity/Q61762215,"Filli, Marta"
 http://www.wikidata.org/entity/Q61762210,"Filli, Vinko"
 http://www.wikidata.org/entity/Q61052199,"Filnbaum, Ferdinand"
 http://www.wikidata.org/entity/Q18529339,"Fink, Fran"
 http://www.wikidata.org/entity/Q972064,"Finžgar, Frančišek Saleški"
 http://www.wikidata.org/entity/Q61762204,"Fischer, Filip"
 http://www.wikidata.org/entity/Q18529364,"Fischer, Franc Bernard"
 http://www.wikidata.org/entity/Q61762191,"Fischer, Josip"
 http://www.wikidata.org/entity/Q22946625,"Fischer, Jožef"
 http://www.wikidata.org/entity/Q12792689,"Fistravec, Josip"
 http://www.wikidata.org/entity/Q61052193,"Fišer, Blaž"
 http://www.wikidata.org/entity/Q61762177,"Fišer, Ferdo"
 http://www.wikidata.org/entity/Q12803296,"Fišer, Srečko"
 http://www.wikidata.org/entity/Q16391276,"Flajšman, Jurij"
