oeblbio,oeblid
http://www.wikidata.org/entity/Q98774917,S/Schreiber_Franz_1878_1944
http://www.wikidata.org/entity/Q98817726,A/Adam_Karl_1821_1898
http://www.wikidata.org/entity/Q98818567,B/Beck_Friedrich_1802_1860
http://www.wikidata.org/entity/Q98819767,F/Fischer_Franz_1857_1934
http://www.wikidata.org/entity/Q98834496,B/Buchmueller_Anton_1782_1850
http://www.wikidata.org/entity/Q98834505,E/Elzholz_Adolf_1867_1925
http://www.wikidata.org/entity/Q98834506,F/Folgner_Raimund_1888_1916
http://www.wikidata.org/entity/Q98834508,G/Geyr_Johann-Josef-Martin_1807_1874
http://www.wikidata.org/entity/Q98834737,H/Hawle_Ignaz-Alois_1785_1870
http://www.wikidata.org/entity/Q98834740,K/Karo_Ezechiel_1844_1915
http://www.wikidata.org/entity/Q98847883,E/Egg_Josef_1820_1905
http://www.wikidata.org/entity/Q98847921,H/Hermann_August-Gustav_1828_1874
http://www.wikidata.org/entity/Q98847957,J/Jentsch_August_1877_1942
http://www.wikidata.org/entity/Q98847985,K/Klein_Ludwig_1813_1881
http://www.wikidata.org/entity/Q98907757,E/Eder_Josef_1859_1935
http://www.wikidata.org/entity/Q98907760,E/Epstein_Alexander_1867_1924
http://www.wikidata.org/entity/Q98907763,F/Frank_Eduard_1854_1912
http://www.wikidata.org/entity/Q98907766,F/Fuchs_Georg_1821_1878
http://www.wikidata.org/entity/Q98907765,F/Froehlich_Matthias_1756_1843
http://www.wikidata.org/entity/Q98907767,G/Gartner_Anton_1820_1884
http://www.wikidata.org/entity/Q98907775,G/Gruber_Hans_1879_1904
http://www.wikidata.org/entity/Q98907782,H/Hauser_Paul_1868_1914
http://www.wikidata.org/entity/Q98907780,H/Hammer_Hans_1865_1905
http://www.wikidata.org/entity/Q98907790,H/Heller_Josef_1855_1911
http://www.wikidata.org/entity/Q98907811,H/Horky_Josef_1825_1895
http://www.wikidata.org/entity/Q98907808,H/Hofmann_Karl_1835_1909
http://www.wikidata.org/entity/Q98907809,H/Hollitzer_Carl_1831_1917
http://www.wikidata.org/entity/Q98907826,J/Jacob_Josef_1859_1918
http://www.wikidata.org/entity/Q98907828,J/Jaeger_Gustav_1815_1875
http://www.wikidata.org/entity/Q98907839,K/Kastner_Karl_1847_1907
http://www.wikidata.org/entity/Q98907840,K/Keissler_Karl_1808_1879
http://www.wikidata.org/entity/Q98908271,G/Gorski_Peter_1857_1906
http://www.wikidata.org/entity/Q98923565,B/Benucci_Francesca__
http://www.wikidata.org/entity/Q98924024,K/Klahs_Maria-Ludmilla_1868_1934
http://www.wikidata.org/entity/Q98924033,K/Klahs_Karl-August_1871_1947
http://www.wikidata.org/entity/Q103348,B/Bosetti_Hermine_1875_1936
http://www.wikidata.org/entity/Q106858,H/Haberle_Karl-Konstantin_1764_1832
http://www.wikidata.org/entity/Q112255,F/Friedell_Egon_1878_1938
http://www.wikidata.org/entity/Q112423,C/Call-Rosenburg-Kulmbach_Guido_1849_1927
http://www.wikidata.org/entity/Q112366,H/Hirschfeld_Viktor_1858_1940
http://www.wikidata.org/entity/Q112648,S/Spitaler_Rudolf_1859_1946
http://www.wikidata.org/entity/Q113057,M/Mannlicher_Ferdinand_1848_1904
http://www.wikidata.org/entity/Q113153,S/Schroeer_Karl-Julius_1825_1900
http://www.wikidata.org/entity/Q113885,S/Seif_Theodor_1894_1939
http://www.wikidata.org/entity/Q113914,S/Sammern-Frankenegg_Ferdinand_1897_1944
http://www.wikidata.org/entity/Q114166,H/Hochenegg_Julius_1859_1940
http://www.wikidata.org/entity/Q114416,L/Luschan_Felix_1854_1924
http://www.wikidata.org/entity/Q114488,L/Lampert_Carl_1894_1944
http://www.wikidata.org/entity/Q114579,S/Schoenthan-Pernwaldt_Franz_1849_1913
http://www.wikidata.org/entity/Q114655,T/Todesco_Sophie_1825_1895
http://www.wikidata.org/entity/Q115040,H/Hawel_Rudolf_1860_1923
http://www.wikidata.org/entity/Q116791,H/Hurter-Ammann_Hugo_1832_1914
http://www.wikidata.org/entity/Q117463,G/Ganz_Abraham_1815_1867
http://www.wikidata.org/entity/Q119604,D/Decarli_Bruno_1877_1950
http://www.wikidata.org/entity/Q123016,T/Tschudi_Johann-Jakob_1818_1889
http://www.wikidata.org/entity/Q129694,H/Horawitz_Adalbert_1840_1888
http://www.wikidata.org/entity/Q134118,H/Handel-Mazzetti_Heinrich_1882_1940
http://www.wikidata.org/entity/Q146691,M/Mucha_Alfons_1860_1939
http://www.wikidata.org/entity/Q159227,K/Kramar_Karel_1860_1937
http://www.wikidata.org/entity/Q159491,T/Trubetzkoy_Nikolaj-Sergeevic_1890_1938
http://www.wikidata.org/entity/Q160021,T/Tyrs_Miroslav_1832_1884
http://www.wikidata.org/entity/Q161368,J/Jirasek_Alois_1851_1930
http://www.wikidata.org/entity/Q168950,F/Forster_Zdenko_1860_1922
http://www.wikidata.org/entity/Q170182,M/Maria-Anna__1803_1884
http://www.wikidata.org/entity/Q173417,P/Pulitzer_Josef_1847_1911
http://www.wikidata.org/entity/Q176003,B/Bozek_Romuald_1814_1899
http://www.wikidata.org/entity/Q184735,B/Bolzano_Bernhard_1781_1848
http://www.wikidata.org/entity/Q189117,M/Matejko_Jan_1838_1893
http://www.wikidata.org/entity/Q194574,S/Schlenther_Paul_1854_1916
http://www.wikidata.org/entity/Q204508,A/Ackner_Johann-Michael_1782_1862
http://www.wikidata.org/entity/Q213772,R/Rosenthal_Moriz_1862_1946
http://www.wikidata.org/entity/Q214363,L/Lendvai_Erwin_1883_1949
http://www.wikidata.org/entity/Q214545,F/Freud_Anton-Walter_1921_2004
http://www.wikidata.org/entity/Q214947,E/Ehrenstein_Albert_1886_1950
http://www.wikidata.org/entity/Q215333,C/Czerny_Carl_1791_1857
http://www.wikidata.org/entity/Q215476,P/Pauli_Hertha_1906_1973
http://www.wikidata.org/entity/Q215739,F/Flesch_Carl_1873_1944
http://www.wikidata.org/entity/Q221644,L/Lanfranconi_Enea-Grazioso_1850_1895
http://www.wikidata.org/entity/Q243445,M/Mohorovicic_Andrija_1857_1936
http://www.wikidata.org/entity/Q251428,I/Ipavic_Benjamin_1829_1909
http://www.wikidata.org/entity/Q251945,K/Kanitz_August_1843_1896
http://www.wikidata.org/entity/Q254383,B/Brlic-Mazuranic_Ivana_1874_1938
http://www.wikidata.org/entity/Q254509,D/Daffinger_Moritz-Michael_1790_1849
http://www.wikidata.org/entity/Q255037,S/Schoepfer_Aemilian_1858_1936
http://www.wikidata.org/entity/Q255628,B/Bettelheim_Karoline_1843_1896
http://www.wikidata.org/entity/Q259750,T/Thury_Zoltan_1870_1906
http://www.wikidata.org/entity/Q263091,K/Kontski_Antoni_1816_1899
http://www.wikidata.org/entity/Q274171,P/Pechova_Alzbeta_1847_1926
http://www.wikidata.org/entity/Q281046,K/Kolisch_Ignaz_1837_1889
http://www.wikidata.org/entity/Q287143,F/Froehlich_Isidor_1853_1931
http://www.wikidata.org/entity/Q310807,A/Albrecht_Friedrich-Rudolf_1817_1895
http://www.wikidata.org/entity/Q310509,T/Tegetthoff_Wilhelm_1827_1871
http://www.wikidata.org/entity/Q312865,S/Sindelar_Matthias_1903_1939
http://www.wikidata.org/entity/Q315222,S_42/Stur_Ludovit_1815_1856
http://www.wikidata.org/entity/Q315608,P/Preissig_Vojtech_1873_1944
http://www.wikidata.org/entity/Q315870,R/Roth_Stefan-Ludwig_1796_1849
http://www.wikidata.org/entity/Q316359,P/Pfohl_Ferdinand_1862_1949
http://www.wikidata.org/entity/Q316920,W/Weingartner_Felix_1863_1942
http://www.wikidata.org/entity/Q323260,E/Eoetvoes_Roland_1848_1919
http://www.wikidata.org/entity/Q323673,A/Abranyi-Laszlofalva-Mikefoeld_Kornel_1849_1913
http://www.wikidata.org/entity/Q323868,B/Brand_Michael_1816_1871
http://www.wikidata.org/entity/Q324159,A/Abranyi-Laszlofalva-Mikefoeld_Emil_1851_1920
http://www.wikidata.org/entity/Q325021,J/Jarisch_Adolf_1850_1902
http://www.wikidata.org/entity/Q325279,B/Burrian_Karl_1870_1924
http://www.wikidata.org/entity/Q326278,L/Labitzky_August_1832_1903
http://www.wikidata.org/entity/Q327308,L/Langer_Josef-Jaroslav_1806_1846
http://www.wikidata.org/entity/Q328245,L/Lanckoronski-Brzezie_Karl_1848_1933
http://www.wikidata.org/entity/Q329164,M/Mahler_Ede_1857_1945
http://www.wikidata.org/entity/Q329326,K/Keleti_Gusztav-Frigyes_1834_1902
http://www.wikidata.org/entity/Q330118,M/Mark_Abraham-Jakob_1884_1941
http://www.wikidata.org/entity/Q330997,N/Nobile_Peter_1774_1854
http://www.wikidata.org/entity/Q331425,G/Giller_Agaton_1831_1887
http://www.wikidata.org/entity/Q334205,P/Piave_Francesco-Maria_1810_1876
http://www.wikidata.org/entity/Q336481,W/Wagnes_Eduard_1863_1936
http://www.wikidata.org/entity/Q337684,A/Angerer_Ludwig_1827_1879
http://www.wikidata.org/entity/Q338740,P/Prylinski_Tomasz_1847_1895
http://www.wikidata.org/entity/Q347030,S/Strauss_Eduard_1835_1916
http://www.wikidata.org/entity/Q347524,K/Keler_Albert-Paul_1820_1882
http://www.wikidata.org/entity/Q347555,L/Lidmansky_Adelbert-Josef_1795_1858
http://www.wikidata.org/entity/Q347645,S/Schindelar_Adalbert_1865_1926
http://www.wikidata.org/entity/Q350705,T/Tesnohlidek_Rudolf_1882_1928
http://www.wikidata.org/entity/Q352617,G/Gaj_Ljudevit_1809_1872
http://www.wikidata.org/entity/Q360863,K/Kubelik_Jan_1880_1940
http://www.wikidata.org/entity/Q362717,I/Innerkofler_Adolf_1872_1942
http://www.wikidata.org/entity/Q362823,M/Merkl_Adolf-Julius_1890_1970
http://www.wikidata.org/entity/Q362901,K/Kaufmann_Adolf_1848_1916
http://www.wikidata.org/entity/Q362935,K/Kirchl_Adolf_1858_1936
http://www.wikidata.org/entity/Q363741,S/Selva_Giovanni-Antonio_1751_1819
http://www.wikidata.org/entity/Q364523,W/Werthner_Adolf_1828_1906
http://www.wikidata.org/entity/Q365438,L/Lehmann_Adolf_1828_1904
http://www.wikidata.org/entity/Q366147,R/Richter_Hans_1843_1916
http://www.wikidata.org/entity/Q369973,J/Joseph_Carl-Ludwig_1833_1905
http://www.wikidata.org/entity/Q373915,P/Preradovic_Petar_1818_1872
http://www.wikidata.org/entity/Q382040,K/Kohut_Alexander_1842_1894
http://www.wikidata.org/entity/Q405676,K/Kotarbinski_Jozef_1849_1928
http://www.wikidata.org/entity/Q376416,K/Kral_Janko_1822_1876
http://www.wikidata.org/entity/Q377995,L/Lukacs_Laszlo_1850_1932
http://www.wikidata.org/entity/Q379593,P/Presl_Jan-Svatopluk_1791_1849
http://www.wikidata.org/entity/Q392368,M/Moyzes_Stefan_1797_1869
http://www.wikidata.org/entity/Q404475,S/Scheuchenstuel_Viktor_1857_1938
http://www.wikidata.org/entity/Q427079,K/Kemeny_Zsigmond_1814_1875
http://www.wikidata.org/entity/Q433868,P/Prokosch_Eduard_1876_1938
http://www.wikidata.org/entity/Q435304,E/Elssler_Franziska_1810_1884
http://www.wikidata.org/entity/Q442053,P/Pitha_Franz_1810_1875
http://www.wikidata.org/entity/Q442756,R/Rainer-Josef__1783_1853
http://www.wikidata.org/entity/Q443502,L/Lebstueck_Maria_1830_1892
http://www.wikidata.org/entity/Q446936,F/Forescu_Maria_1875_1942
http://www.wikidata.org/entity/Q447798,H/Hessen-Homburg_Ferdinand-Heinrich_1783_1866
http://www.wikidata.org/entity/Q450563,B/Belgiojoso_Cristina_1808_1871
http://www.wikidata.org/entity/Q453650,F/Fendi_Peter_1796_1842
http://www.wikidata.org/entity/Q454335,J/John_Amand_1867_1942
http://www.wikidata.org/entity/Q457245,G/Gelinek_Joseph_1758_1825
http://www.wikidata.org/entity/Q458732,K/Kreutzer_Conrad_1780_1849
http://www.wikidata.org/entity/Q470704,K/Kranjcevic_Silvije-Strahimir_1865_1908
http://www.wikidata.org/entity/Q472212,A/Ascoli_Graziadio-Isaia_1829_1907
http://www.wikidata.org/entity/Q478578,K/Kanya_Kalman_1869_1945
http://www.wikidata.org/entity/Q499805,O/Oberleitner_Andreas_1789_1832
http://www.wikidata.org/entity/Q500837,S/Streicher_Andreas_1761_1833
http://www.wikidata.org/entity/Q508588,H/Hofbauer_Klemens-Maria_1751_1820
http://www.wikidata.org/entity/Q516286,R/Racki_Franjo_1828_1894
http://www.wikidata.org/entity/Q523094,N/Nagy-Felsoegyoer_Ivan_1824_1898
http://www.wikidata.org/entity/Q524141,G/Graener_Paul_1872_1944
http://www.wikidata.org/entity/Q533746,G/Gumplowicz_Ludwig_1838_1909
http://www.wikidata.org/entity/Q534706,H/Hoermann-Hoerbach_Angelika_1843_1921
http://www.wikidata.org/entity/Q542902,A/Aehrenthal_Aloys_1854_1912
http://www.wikidata.org/entity/Q545200,P/Pauler_Tivadar_1816_1886
http://www.wikidata.org/entity/Q548147,K/Kikic_Hasan_1905_1942
http://www.wikidata.org/entity/Q549666,M/Mikuli_Karl_1821_1897
http://www.wikidata.org/entity/Q551538,K/Kaposi_Moritz_1837_1902
http://www.wikidata.org/entity/Q551901,S/Schwind_Moritz_1804_1871
http://www.wikidata.org/entity/Q561100,K/Kallina_Anna_1874_1948
http://www.wikidata.org/entity/Q561804,A/Askerc_Anton_1856_1912
http://www.wikidata.org/entity/Q563363,K/Knitel-Stainer_Anna_1841_1915
http://www.wikidata.org/entity/Q570810,S/Szerb_Antal_1901_1945
http://www.wikidata.org/entity/Q582704,R/Rydel_Lucjan-Antoni_1870_1918
http://www.wikidata.org/entity/Q589135,E/Einsle_Anton_1801_1871
http://www.wikidata.org/entity/Q589172,T/Titl_Anton-Emil_1809_1882
http://www.wikidata.org/entity/Q589386,M/Mollinary-Monte-Pastello_Anton_1820_1904
http://www.wikidata.org/entity/Q589469,F/Funtek_Anton_1862_1932
http://www.wikidata.org/entity/Q590412,H/Hye-Glunek_Anton-Josef_1807_1894
http://www.wikidata.org/entity/Q590887,J/Jussel_Anton_1816_1878
http://www.wikidata.org/entity/Q591042,K/Keschmann_Anton_1870_1947
http://www.wikidata.org/entity/Q591251,K/Kraft_Anton_1752_1820
http://www.wikidata.org/entity/Q591828,M/Matosch_Anton_1851_1918
http://www.wikidata.org/entity/Q592017,M/Maetzler_Anton_1780_1857
http://www.wikidata.org/entity/Q592332,P/Pachinger_Anton-Maximilian_1864_1938
http://www.wikidata.org/entity/Q593116,G/Gaehrich_Wenzel_1794_1864
http://www.wikidata.org/entity/Q593079,P/Puntigam_Anton_1859_1926
http://www.wikidata.org/entity/Q593502,R/Ronacher_Anton_1841_1892
http://www.wikidata.org/entity/Q593844,S/Schlossar_Anton_1849_1942
http://www.wikidata.org/entity/Q594113,S/Seidl_Anton_1850_1898
http://www.wikidata.org/entity/Q594896,H/Halek_Vitezlav_1835_1874
http://www.wikidata.org/entity/Q595735,R/Riedl_Frigyes_1856_1921
http://www.wikidata.org/entity/Q596317,L/Lemonnier_Anton_1819_1873
http://www.wikidata.org/entity/Q600969,D/Dreyschock_Alexander_1818_1869
http://www.wikidata.org/entity/Q604939,S/Salviati_Antonio_1816_1890
http://www.wikidata.org/entity/Q608416,K/Klose_Antonin-Jaroslav_1861_1906
http://www.wikidata.org/entity/Q616435,S/Schodel_Rozalia_1811_1854
http://www.wikidata.org/entity/Q618077,M/Miletic_Stjepan_1868_1908
http://www.wikidata.org/entity/Q632849,G/Geyling_Carl_1814_1880
http://www.wikidata.org/entity/Q634100,T/Tyl_Josef-Kajetan_1808_1856
http://www.wikidata.org/entity/Q634543,S/Safarik_Vojtech_1829_1902
http://www.wikidata.org/entity/Q640475,S/Szell-Duka-Szentgyoergyvoelgy_Kalman_1843_1915
http://www.wikidata.org/entity/Q653555,L/List_Wilhelm_1864_1918
http://www.wikidata.org/entity/Q655041,K/Kurzbauer_Hans-Eduard_1840_1879
http://www.wikidata.org/entity/Q656266,H/Hock_Johann_1859_1936
http://www.wikidata.org/entity/Q667418,S/Schaffer_Karoly_1864_1939
http://www.wikidata.org/entity/Q670121,P/Peter-Ferdinand__1874_1948
http://www.wikidata.org/entity/Q670694,B/Berchet_Giovanni_1783_1851
http://www.wikidata.org/entity/Q671725,O/Otto_Jan_1841_1916
http://www.wikidata.org/entity/Q672225,M/Mayseder_Joseph_1789_1863
http://www.wikidata.org/entity/Q683344,L/Lampi_Franz-Ferdinand_1782_1852
http://www.wikidata.org/entity/Q685199,F/Fuchs_Johann-Nepomuk_1842_1899
http://www.wikidata.org/entity/Q686993,C/Czetz_Johann_1822_1904
http://www.wikidata.org/entity/Q688332,B/Bilinski_Leon_1846_1923
http://www.wikidata.org/entity/Q688653,M/Milde_Vinzenz-Eduard_1777_1853
http://www.wikidata.org/entity/Q689489,W/Wenckheim_Bela_1811_1879
http://www.wikidata.org/entity/Q690406,L/Levy_Vaclav_1820_1870
http://www.wikidata.org/entity/Q691190,S/Saporiti_Teresa_1763_1869
http://www.wikidata.org/entity/Q695277,H/Hagenauer_Arnold_1871_1918
http://www.wikidata.org/entity/Q695383,D/Damjanich_Johann_1804_1849
http://www.wikidata.org/entity/Q696614,S/Sachsen-Coburg-Gotha_Ferdinand-Philipp_1844_1921
http://www.wikidata.org/entity/Q697780,M/Moll_Karl_1861_1945
http://www.wikidata.org/entity/Q698321,C/Cizek_Franz_1865_1946
http://www.wikidata.org/entity/Q698897,K/Kleczynski_Johann-Bapt_1756_1828
http://www.wikidata.org/entity/Q700321,H/Haberlandt_Gottlieb_1854_1945
http://www.wikidata.org/entity/Q701541,H/Hadik-Futak_Johann_1863_1933
http://www.wikidata.org/entity/Q701626,K/Kvaternik_Eugen_1825_1871
http://www.wikidata.org/entity/Q705803,F/Frivaldszky_Emmerich_1799_1870
http://www.wikidata.org/entity/Q706093,L/Laurin_Vaclav_1865_1930
http://www.wikidata.org/entity/Q709178,H/Hubay_Jenoe_1858_1937
http://www.wikidata.org/entity/Q711667,S_43/Szarvassy_Arthur_1873_1919
http://www.wikidata.org/entity/Q711667,S/Szarvassy_Arthur_1873_1919
http://www.wikidata.org/entity/Q712197,B/Bolfras_Arthur_1838_1922
http://www.wikidata.org/entity/Q713838,K/Kalousek_Josef_1838_1915
http://www.wikidata.org/entity/Q1114266,P/Prokop_Josef_1898_1945
http://www.wikidata.org/entity/Q1115790,K/Kyrle_Georg_1887_1937
http://www.wikidata.org/entity/Q1120590,K/Kozina_Alexander_1808_1873
http://www.wikidata.org/entity/Q1121255,K/Krizko_Pavel_1841_1902
http://www.wikidata.org/entity/Q1121601,K/Kubinyi-Felsoekubin_Lajos_1821_1880
http://www.wikidata.org/entity/Q1121814,K/Kultsar_Istvan_1760_1828
http://www.wikidata.org/entity/Q1121943,K/Kunitzer_Moses_1774_1837
http://www.wikidata.org/entity/Q1127351,L/Ladanyi_Gedeon_1824_1886
http://www.wikidata.org/entity/Q1128172,L/Lassu_Istvan_1797_1852
http://www.wikidata.org/entity/Q1129664,L/Lewin_Jakab_1828_1884
http://www.wikidata.org/entity/Q1129894,L/Libenyi_Janos_1831_1853
http://www.wikidata.org/entity/Q1132399,S/Schmid_Cordula_1845_1916
http://www.wikidata.org/entity/Q1159449,L/Lovassy_Sandor_1855_1946
http://www.wikidata.org/entity/Q1159549,M/Marienburg_Lukas-Joseph_1770_1821
http://www.wikidata.org/entity/Q1159676,R/Reissenberger_Ludwig_1819_1895
http://www.wikidata.org/entity/Q1159817,L/Lukacs_Sandor_1822_1854
http://www.wikidata.org/entity/Q1160058,L/Laczai-Szabo_Jozsef_1764_1828
http://www.wikidata.org/entity/Q1160092,L/Lanczy_Gyula_1850_1911
http://www.wikidata.org/entity/Q1161199,I/Inthaler_Daniel_1847_1923
http://www.wikidata.org/entity/Q1161654,M/Magda_Pal_1770_1841
http://www.wikidata.org/entity/Q1165012,M/Marczali_Henrik_1856_1940
http://www.wikidata.org/entity/Q1174723,H/Herzog_David_1869_1946
http://www.wikidata.org/entity/Q1175318,M/Mednyanszky-Mednye-Medgyes_Denes_1830_1911
http://www.wikidata.org/entity/Q1176646,A/Albert_Michael_1836_1893
http://www.wikidata.org/entity/Q1177016,M/Mikes-Zabola_Kelemen_1820_1849
http://www.wikidata.org/entity/Q1178709,M/Molnar_Laszlo_1857_1925
http://www.wikidata.org/entity/Q1179648,M/Moor-Felsoeoer_Anna_1773_1842
http://www.wikidata.org/entity/Q1185402,L/Laccataris_Demeter_1798_1864
http://www.wikidata.org/entity/Q1212327,M/Marki_Samuel_1811_1861
http://www.wikidata.org/entity/Q1214148,N/Nagy-Versegh_Ferenc_1852_1928
http://www.wikidata.org/entity/Q1214240,N/Nagy-Alsoszopor_Imre_1822_1894
http://www.wikidata.org/entity/Q1214301,N/Nagy_Janos_1809_1885
http://www.wikidata.org/entity/Q1214316,N/Nagy_Jozsef_1818_1892
http://www.wikidata.org/entity/Q1215815,N/Natonek_Josef_1813_1892
http://www.wikidata.org/entity/Q1218693,N/Noszlopy_Gaspar_1822_1853
http://www.wikidata.org/entity/Q1225283,O/Orczy-Orczi_Bela_1822_1917
http://www.wikidata.org/entity/Q1225481,D/Dombrowski-Paproz-Kruserevice_Raoul_1833_1896
http://www.wikidata.org/entity/Q1228706,P/Palasthy-Palasth-Keczihocz_Pal_1825_1899
http://www.wikidata.org/entity/Q1229348,P/Pap_Gabor_1827_1895
http://www.wikidata.org/entity/Q1231165,P/Pauer_Janos_1814_1889
http://www.wikidata.org/entity/Q1231904,V/Visconti-Venosta_Emilio_1829_1914
http://www.wikidata.org/entity/Q1232554,P/Perczel-Bonyhad_Bela_1819_1888
http://www.wikidata.org/entity/Q1235151,K/Kahler_Eugen_1882_1911
http://www.wikidata.org/entity/Q1239550,P/Porzsolt_Kalman_1860_1940
http://www.wikidata.org/entity/Q1241073,P/Pronay-Totprona-Blatnica_Gabor_1812_1875
http://www.wikidata.org/entity/Q1243404,P/Posta_Bela_1862_1919
http://www.wikidata.org/entity/Q1245050,R/Radvanszky-Radvany-Sajokaza_Bela_1849_1906
http://www.wikidata.org/entity/Q1248029,R/Raimondi_Antonio_1826_1890
http://www.wikidata.org/entity/Q1252642,R/Rath_Karoly_1829_1868
http://www.wikidata.org/entity/Q1252644,R/Rath_Karoly_1821_1897
http://www.wikidata.org/entity/Q1252650,R/Rath_Zoltan_1863_1902
http://www.wikidata.org/entity/Q1253021,R/Rethy_Laszlo_1851_1914
http://www.wikidata.org/entity/Q1253152,R/Revai_Mor-Janos_1860_1926
http://www.wikidata.org/entity/Q1253698,H/Hybes_Josef_1850_1921
http://www.wikidata.org/entity/Q1255050,S/Salamon_Ferenc_1825_1892
http://www.wikidata.org/entity/Q1256464,G/Glanz-Eicha_Hugo_1848_1915
http://www.wikidata.org/entity/Q1258189,S/Sassmann_Hanns_1882_1944
http://www.wikidata.org/entity/Q1264979,P/Preussler_Robert_1866_1942
http://www.wikidata.org/entity/Q1267164,H/Hausmann_Friedrich_1860_1936
http://www.wikidata.org/entity/Q1267183,N/Nodilo_Natko_1834_1912
http://www.wikidata.org/entity/Q1268604,R/Rehrl_Franz_1890_1947
http://www.wikidata.org/entity/Q1270219,C/Chavanne_Josef_1846_1902
http://www.wikidata.org/entity/Q1275681,B/Brakl_Franz-Josef_1854_1935
http://www.wikidata.org/entity/Q1278074,C/Czermak_Emmerich_1885_1965
http://www.wikidata.org/entity/Q1282664,E/Eichhorn_Rudolf_1853_1925
http://www.wikidata.org/entity/Q1285711,K/Klaic_Vjekoslav_1849_1928
http://www.wikidata.org/entity/Q1285739,S/Sauer_Ignac_1801_1863
http://www.wikidata.org/entity/Q1286637,S/Sebestyen_Gyula_1848_1911
http://www.wikidata.org/entity/Q1287180,P/Popovic_Jovan-Sterija_1806_1856
http://www.wikidata.org/entity/Q1288417,S/Simai_Kristof_1742_1833
http://www.wikidata.org/entity/Q1288605,H/Hartmann_Eduard_1904_1966
http://www.wikidata.org/entity/Q1288619,H/Haschek_Eduard_1875_1947
http://www.wikidata.org/entity/Q1288799,H/Hula_Eduard_1862_1902
http://www.wikidata.org/entity/Q1289450,N/Nittner_Eduard_1885_1913
http://www.wikidata.org/entity/Q1290469,S/Soulavy_Ottokar_1862_1915
http://www.wikidata.org/entity/Q1291316,S/Stark_Lipot_1866_1932
http://www.wikidata.org/entity/Q1291843,S/Storno_Ferenc_1821_1907
http://www.wikidata.org/entity/Q1293847,S_43/Szacsvay_Sandor_1752_1815
http://www.wikidata.org/entity/Q1293847,S/Szacsvay_Sandor_1752_1815
http://www.wikidata.org/entity/Q1294237,G/Gruber_Franz_1837_1918
http://www.wikidata.org/entity/Q1294207,S_43/Szalai_Istvan_1816_1878
http://www.wikidata.org/entity/Q1294207,S/Szalai_Istvan_1816_1878
http://www.wikidata.org/entity/Q1298905,S/Schoenhof_Egon_1880_1942
http://www.wikidata.org/entity/Q1300983,S_43/Szadeczky-Kardoss_Gyula_1860_1935
http://www.wikidata.org/entity/Q1300983,S/Szadeczky-Kardoss_Gyula_1860_1935
http://www.wikidata.org/entity/Q1301020,S_43/Szale_Janos_1810_1870
http://www.wikidata.org/entity/Q1302090,S/Szekely_Ferenc_1842_1921
http://www.wikidata.org/entity/Q1305686,E/Eldersch_Matthias_1869_1931
http://www.wikidata.org/entity/Q1310461,H/Hoffmann_Emanuel_1825_1900
http://www.wikidata.org/entity/Q1315573,S_42/Suess_Nandor_1848_1921
http://www.wikidata.org/entity/Q1315573,S/Suess_Nandor_1848_1921
http://www.wikidata.org/entity/Q1317437,S/Skoda_Karl_1872_1930
http://www.wikidata.org/entity/Q1318074,B/Brik_Johann-Emanuel_1842_1925
http://www.wikidata.org/entity/Q1322195,F/Frisch_Hans_1875_1941
http://www.wikidata.org/entity/Q1326745,B/Bermann_Richard-Arnold_1883_1939
http://www.wikidata.org/entity/Q1333404,B/Bienenfeld_Elsa_1877_1942
http://www.wikidata.org/entity/Q1336529,M/Meletzki_Emil_1885_1947
http://www.wikidata.org/entity/Q1336555,M/Moser_Emil_1826_1916
http://www.wikidata.org/entity/Q1336726,R/Reich_Emil_1864_1940
http://www.wikidata.org/entity/Q1336856,S/Sommer_Emil_1869_1947
http://www.wikidata.org/entity/Q704671,T/Taglioni_Filippo_1777_1871
http://www.wikidata.org/entity/Q749349,K/Kraus_Samuel_1866_1948
http://www.wikidata.org/entity/Q752085,I/Ivanovic_Katarina_1819_1882
http://www.wikidata.org/entity/Q758141,H/Hortis_Attilio_1850_1926
http://www.wikidata.org/entity/Q761016,B/Brunetti-Pisano_August_1870_1943
http://www.wikidata.org/entity/Q763463,P/Prinzhofer_August_1817_1885
http://www.wikidata.org/entity/Q763741,S/Schaeffer-Wienwald_August_1833_1916
http://www.wikidata.org/entity/Q764845,W/Woerndle-Adelsfried_August_1829_1902
http://www.wikidata.org/entity/Q765274,T/Trevisanato_Giuseppe-Luigi_1801_1877
http://www.wikidata.org/entity/Q767195,W/Wilbrandt-Baudius_Auguste_1843_1937
http://www.wikidata.org/entity/Q768044,R/Reslhuber_Augustin_1808_1875
http://www.wikidata.org/entity/Q774092,A/Apponyi_Alexander_1844_1925
http://www.wikidata.org/entity/Q778613,A/Asboth_Oszkar_1852_1920
http://www.wikidata.org/entity/Q780906,A/Attomyr_Joseph_1807_1856
http://www.wikidata.org/entity/Q789182,B/Balassa_Johann_1814_1868
http://www.wikidata.org/entity/Q790148,B/Barabas_Nikolaus_1810_1898
http://www.wikidata.org/entity/Q791735,B/Beck_Johann-Nep_1828_1904
http://www.wikidata.org/entity/Q793042,B/Benkoe_Samuel_1743_1825
http://www.wikidata.org/entity/Q793629,K/Kozma_Andor_1861_1933
http://www.wikidata.org/entity/Q794853,K/Kranner_Josef-Andreas_1801_1871
