oeblbio,oeblid
http://www.wikidata.org/entity/Q676593,T/Tolnai_Lajos_1837_1902
http://www.wikidata.org/entity/Q680053,W/Wagner_Alexander_1838_1919
http://www.wikidata.org/entity/Q683447,S/Sembratowicz_Joseph_1821_1900
http://www.wikidata.org/entity/Q685242,F/Friedmann_Siegwart_1842_1916
http://www.wikidata.org/entity/Q685495,A/Alt_Jakob_1789_1872
http://www.wikidata.org/entity/Q687042,M/Makovej_Osyp_1867_1925
http://www.wikidata.org/entity/Q687395,B/Berg_Armin_1883_1956
http://www.wikidata.org/entity/Q688395,S/Schulhoff_Julius_1825_1899
http://www.wikidata.org/entity/Q689302,S/Smeral_Bohumir_1880_1941
http://www.wikidata.org/entity/Q697765,M/Maister_Rudolf_1874_1934
http://www.wikidata.org/entity/Q697836,K/Kabasta_Oswald_1896_1946
http://www.wikidata.org/entity/Q697952,P/Popovici_Aurel-Constantin_1863_1917
http://www.wikidata.org/entity/Q698861,K/Kunits_Ludwig-Maria_1870_1931
http://www.wikidata.org/entity/Q700213,S_42/Stursa_Jan_1880_1925
http://www.wikidata.org/entity/Q700213,S/Stursa_Jan_1880_1925
http://www.wikidata.org/entity/Q700506,K/Kirchner_Raphael_1875_1917
http://www.wikidata.org/entity/Q701691,H/Heuberger_Richard-Franz-Joseph_1850_1914
http://www.wikidata.org/entity/Q703458,S/Schnorr-Carolsfeld_Julius-Veit-Hans_1794_1872
http://www.wikidata.org/entity/Q704391,K/Kando_Kalman_1869_1931
http://www.wikidata.org/entity/Q708573,B/Baron_Arthur_1874_1944
http://www.wikidata.org/entity/Q709685,G/Gellner_Frantisek_1881_1914
http://www.wikidata.org/entity/Q710106,K/Kahane_Arthur_1872_1932
http://www.wikidata.org/entity/Q711732,T/Trebitsch_Arthur_1880_1927
http://www.wikidata.org/entity/Q714888,P/Prochaska_Ottokar_1858_1927
http://www.wikidata.org/entity/Q715945,K/Kocic_Petar_1877_1916
http://www.wikidata.org/entity/Q718835,H/Haulik-Varallya_Georg_1788_1869
http://www.wikidata.org/entity/Q719507,U/Ungar_Hermann_1893_1929
http://www.wikidata.org/entity/Q725646,J/Jirecek-Samokov_Hermenegild_1827_1909
http://www.wikidata.org/entity/Q726025,S_42/Sumanovic_Sava_1896_1942
http://www.wikidata.org/entity/Q726025,S/Sumanovic_Sava_1896_1942
http://www.wikidata.org/entity/Q728706,N/Niederle_Lubor_1865_1944
http://www.wikidata.org/entity/Q740596,E/Erdelyi_Johann_1814_1868
http://www.wikidata.org/entity/Q742363,C/Csonka_Janos_1852_1939
http://www.wikidata.org/entity/Q743451,B/Borsos_Josef_1821_1883
http://www.wikidata.org/entity/Q751811,S/Stankovic_Kornelije_1831_1865
http://www.wikidata.org/entity/Q762334,K/Kirstein_August_1856_1939
http://www.wikidata.org/entity/Q762357,K/Klein-Ehrenwalten_August_1824_1890
http://www.wikidata.org/entity/Q763690,R/Roeckel_August_1814_1876
http://www.wikidata.org/entity/Q765336,K/Kmet_Andrej_1841_1908
http://www.wikidata.org/entity/Q774381,A/Apathy_Istvan_1863_1922
http://www.wikidata.org/entity/Q775779,P/Polzer_Aurelius_1848_1924
http://www.wikidata.org/entity/Q789184,B/Balassa_Konstantin_1795_1862
http://www.wikidata.org/entity/Q791356,M/Mrazovic_Avram_1756_1826
http://www.wikidata.org/entity/Q794903,H/Heinbucher-Bikessy_Joseph_1767_
http://www.wikidata.org/entity/Q813963,H/Havranek_Friedrich_1821_1899
http://www.wikidata.org/entity/Q816872,R/Randhartinger_Benedikt_1802_1893
http://www.wikidata.org/entity/Q824753,T/Tieber_Ben_1867_1925
http://www.wikidata.org/entity/Q827535,F/Fanta_Berta_1865_1918
http://www.wikidata.org/entity/Q827465,S/Silving_Bert_1887_1948
http://www.wikidata.org/entity/Q829892,V/Vaszary_Janos_1867_1939
http://www.wikidata.org/entity/Q832214,G/Gyarmathi_Samuel_1751_1830
http://www.wikidata.org/entity/Q855668,M/Magarasevic_Georgije_1793_1830
http://www.wikidata.org/entity/Q870744,V/Vachott-Vachottfalva-Turocz_Maria_1830_1896
http://www.wikidata.org/entity/Q872179,R/Rottenberg_Ludwig_1864_1932
http://www.wikidata.org/entity/Q872469,G/Griepenkerl_Christian_1839_1916
http://www.wikidata.org/entity/Q872870,C/Chotek_Karl_1783_1868
http://www.wikidata.org/entity/Q872878,K/Kolisko_Alexander_1857_1918
http://www.wikidata.org/entity/Q873016,S/Stampfer_Simon_1790_1864
http://www.wikidata.org/entity/Q873888,H/Huber_Josef_1858_1932
http://www.wikidata.org/entity/Q874376,R/Rieser_Michael_1828_1905
http://www.wikidata.org/entity/Q874933,C/Clam-Martinic_Heinrich-Jaroslav_1826_1887
http://www.wikidata.org/entity/Q875068,S/Simandl_Franz_1840_1912
http://www.wikidata.org/entity/Q875721,B/Bach_Otto_1833_1893
http://www.wikidata.org/entity/Q876671,D/Doppelbauer_Franz-Maria_1845_1908
http://www.wikidata.org/entity/Q876804,W/Weyr_Rudolf_1847_1914
http://www.wikidata.org/entity/Q876969,W/Wertheim_Franz_1814_1883
http://www.wikidata.org/entity/Q877241,R/Resetar_Milan_1860_1942
http://www.wikidata.org/entity/Q877638,N/Natter_Heinrich_1844_1892
http://www.wikidata.org/entity/Q886524,R/Ronconi_Giorgio_1810_1890
http://www.wikidata.org/entity/Q897249,F/Falk_Maximilian_1828_1908
http://www.wikidata.org/entity/Q902317,D/Daranyi_Ignaz_1849_1927
http://www.wikidata.org/entity/Q910984,D/Dukes_Leopold_1810_1891
http://www.wikidata.org/entity/Q912436,D/Dani-Gyarmata-Magyar-Cseke_Blasius_1864_1944
http://www.wikidata.org/entity/Q922692,A/Auersperg_Leopold_1855_1918
http://www.wikidata.org/entity/Q922555,T/Tuerr_Istvan_1825_1908
http://www.wikidata.org/entity/Q943806,H/Hoegyes_Andreas_1847_1906
http://www.wikidata.org/entity/Q948875,V/Verseghy_Ferenc_1757_1822
http://www.wikidata.org/entity/Q950980,S/Szende_Pal_1879_1934
http://www.wikidata.org/entity/Q951398,G/Grossi_Tommaso_1791_1853
http://www.wikidata.org/entity/Q956361,S/Schmedes_Erik_1868_1931
http://www.wikidata.org/entity/Q959302,M/Masek_Kamilo_1831_1859
http://www.wikidata.org/entity/Q980407,M/Myslbek_Josef-Vaclav_1848_1922
http://www.wikidata.org/entity/Q993835,F/Fischer_Otokar_1883_1938
http://www.wikidata.org/entity/Q994550,E/Eoetvoes_Karl_1842_1916
http://www.wikidata.org/entity/Q994983,S/Schneider_Johann-Bapt_1840_1905
http://www.wikidata.org/entity/Q995399,T/Tomaselli_Ignaz_1812_1862
http://www.wikidata.org/entity/Q1001020,F/Feuer_Nathanael_1844_1902
http://www.wikidata.org/entity/Q1002773,S/Szecsen-Temerin_Antal_1819_1896
http://www.wikidata.org/entity/Q1010497,G/Gillemot_Ferenc_1875_1916
http://www.wikidata.org/entity/Q1027636,G/Gorove_Stefan_1819_1881
http://www.wikidata.org/entity/Q1032568,H/Haiszler_Georg_1761_1841
http://www.wikidata.org/entity/Q1036252,H/Hieronymi_Karl_1836_1911
http://www.wikidata.org/entity/Q1038178,F/Fruwirth_Carl_1862_1930
http://www.wikidata.org/entity/Q1038324,P/Perl_Karl_1862_1932
http://www.wikidata.org/entity/Q1038562,H/Hagenauer_Carl-Rudolf_1872_1928
http://www.wikidata.org/entity/Q1040777,H/Hattala_Martin_1821_1903
http://www.wikidata.org/entity/Q1055736,H/Horanszky_Nandor_1838_1902
http://www.wikidata.org/entity/Q63242516,J/Jeitteles_Isaac_1779_1852
http://www.wikidata.org/entity/Q64850420,S/Skorpil_Josef_1856_1931
http://www.wikidata.org/entity/Q67201601,S/Schroeter_Moriz_1813_1867
http://www.wikidata.org/entity/Q67201623,S/Skraup_Karl_1851_1909
http://www.wikidata.org/entity/Q68670610,L/Loew_Karl_1849_1908
http://www.wikidata.org/entity/Q70881289,S/Schindler_Johann_1822_1893
http://www.wikidata.org/entity/Q72380391,K/Karel_Eduard_1861_1950
http://www.wikidata.org/entity/Q72944099,P/Petter_Gustav_1818_1868
http://www.wikidata.org/entity/Q73788420,L/Lind_Karl_1831_1901
http://www.wikidata.org/entity/Q76123650,P/Paget_Frederick_1805_1867
http://www.wikidata.org/entity/Q80626087,K/Korper-Marienwerth_Karl_1840_1911
http://www.wikidata.org/entity/Q81079940,U/Uexkuell-Gyllenband_Alexander_1836_1915
http://www.wikidata.org/entity/Q81301035,M/Messner_Paul_1867_1928
http://www.wikidata.org/entity/Q81311794,S/Schicht_Louise_1873_1927
http://www.wikidata.org/entity/Q85100465,M/Moosbrugger_Johann-Josef_1771_1861
http://www.wikidata.org/entity/Q86082602,P/Pokorny_Alois_1825_1883
http://www.wikidata.org/entity/Q88102178,K/Kranewitter_Joseph_1758_1827
http://www.wikidata.org/entity/Q88257316,P/Pfaff_Wilhelm_1859_1933
http://www.wikidata.org/entity/Q88387650,P/Pistor_Karl_1780_1863
http://www.wikidata.org/entity/Q90014960,S/Straka_Gustav-Arnost_1824_1909
http://www.wikidata.org/entity/Q90541517,S/Schwarzenberg_Felix_1867_1946
http://www.wikidata.org/entity/Q90745550,W/Weiss_Josephine_1805_1852
http://www.wikidata.org/entity/Q93448455,S/Stransky_Felix_1871_1950
http://www.wikidata.org/entity/Q94525791,R/Roell_Anton_1832_1855
http://www.wikidata.org/entity/Q94526086,S/Strauss_Georg_1800_1845
http://www.wikidata.org/entity/Q94527194,K/Keess_Stephan_1774_1840
http://www.wikidata.org/entity/Q94526972,W/Werner_Johann-Ludwig_1759_1829
http://www.wikidata.org/entity/Q94527306,U/Ullrich_Joseph_1790_1858
http://www.wikidata.org/entity/Q94529213,S/Schmid_Karl_1801_1862
http://www.wikidata.org/entity/Q94529785,W/Wacquant-Geozelles_Johann_1754_1844
http://www.wikidata.org/entity/Q94530601,T/Tuczek_Anton_1824_1879
http://www.wikidata.org/entity/Q94576970,T/Turszky_Johann-August_1778_1856
http://www.wikidata.org/entity/Q94578265,S/Strohal_Jakob_1788_1870
http://www.wikidata.org/entity/Q94578781,D/Dietrich-Hermannberg_Emanuel_1772_1857
http://www.wikidata.org/entity/Q94692080,S/Schram_Karl_1827_1905
http://www.wikidata.org/entity/Q94692194,S/Steger_Joseph_1827_1886
http://www.wikidata.org/entity/Q94694133,S/Steczkowski_Jan-Kanty_1800_1881
http://www.wikidata.org/entity/Q94694170,U/Umlauff-Frankwell_Victor_1836_1887
http://www.wikidata.org/entity/Q94760828,G/Graus_Johann_1836_1921
http://www.wikidata.org/entity/Q94761450,W/Wittels_Gusti_1871_1918
http://www.wikidata.org/entity/Q94762965,S/Somer_Karl_1855_1900
http://www.wikidata.org/entity/Q94763416,R/Rossi_Paul_1879_1938
http://www.wikidata.org/entity/Q94781983,M/Maier_Simon_1779_1870
http://www.wikidata.org/entity/Q94784783,M/Mercy_Wilhelm_1866_1914
http://www.wikidata.org/entity/Q94801493,U/Urban_Ernst_1838_1923
http://www.wikidata.org/entity/Q94813504,S/Strakosch_Simon_1835_1901
http://www.wikidata.org/entity/Q94818653,L/Leb_Josef_1874_1946
http://www.wikidata.org/entity/Q94820235,L/Lindner_Ernst_1826_1902
http://www.wikidata.org/entity/Q94824493,L/Lucas_Carl-Wilhelm_1803_1857
http://www.wikidata.org/entity/Q94826704,K/Klein_Hugo_1853_1915
http://www.wikidata.org/entity/Q94836093,K/Kossowicz_Alexander_1874_1917
http://www.wikidata.org/entity/Q94844956,S/Stranik_Erwin_1898_1948
http://www.wikidata.org/entity/Q94845150,S/Stourzh_Herbert_1889_1941
http://www.wikidata.org/entity/Q94845320,S/Storch_Anton_1843_1873
http://www.wikidata.org/entity/Q94846493,S/Stix_Karl_1860_1909
http://www.wikidata.org/entity/Q94846637,S/Stigler_Wilhelm_1846_1918
http://www.wikidata.org/entity/Q94847217,S/Stern_Robert_1855_1930
http://www.wikidata.org/entity/Q94848359,E/Ernest_Ludwig-Stefan_1826_1912
http://www.wikidata.org/entity/Q94850978,K/Kukula_Richard_1857_1927
http://www.wikidata.org/entity/Q94848360,S/Steiner_Jo_1877_1935
http://www.wikidata.org/entity/Q94857773,H/Herzog_Jakob_1842_1915
http://www.wikidata.org/entity/Q94859824,W/Wickenburg_Eduard_1866_1936
http://www.wikidata.org/entity/Q94861139,W/Winckler_Anton_1821_1892
http://www.wikidata.org/entity/Q94861855,W/Wilhelm_Gustav_1869_1949
http://www.wikidata.org/entity/Q94862898,S/Schicht_Josef_1880_1909
http://www.wikidata.org/entity/Q94865858,S/Schlesinger_Wilhelm_1839_1896
http://www.wikidata.org/entity/Q94866990,O/Ortner_Peter_1813_1841
http://www.wikidata.org/entity/Q94868297,N/Nord_Wilhelm_1836_1909
http://www.wikidata.org/entity/Q94873491,M/Mueller_Richard_1843_1915
http://www.wikidata.org/entity/Q94874737,K/Klein_Hubert_1812_1856
http://www.wikidata.org/entity/Q94882357,R/Ritter_Franz_1851_1932
http://www.wikidata.org/entity/Q94889777,R/Rubin_David_1837_1922
http://www.wikidata.org/entity/Q94890711,S/Schmid_Karl_1825_1873
http://www.wikidata.org/entity/Q94891274,G/Gruner_Ferdinand_1873_1920
http://www.wikidata.org/entity/Q94891225,S/Salkind_Alexander_1887_1940
http://www.wikidata.org/entity/Q94893330,S/Schuerer-Waldheim_Ludwig_1861_1894
http://www.wikidata.org/entity/Q94895560,S/Schrenk_Wenzl_1849_1905
http://www.wikidata.org/entity/Q94896452,S/Strakosch-Grassmann_Gustav_1869_1941
http://www.wikidata.org/entity/Q94899106,P/Pock_Friedrich_1891_1945
http://www.wikidata.org/entity/Q94899902,T/Telmann_Fritz_1873_1929
http://www.wikidata.org/entity/Q94902885,S/Schubert_Karl_1824_1889
http://www.wikidata.org/entity/Q94910153,E/Eder_Hans_1890_1944
http://www.wikidata.org/entity/Q94910692,L/Lorenz_Emil_1889_1962
http://www.wikidata.org/entity/Q94911633,K/Keller_Heinrich_1866_1943
http://www.wikidata.org/entity/Q94928951,T/Theyer_Theodor_1842_1905
http://www.wikidata.org/entity/Q94931456,V/Vogl_Leopold_1734_1820
http://www.wikidata.org/entity/Q94939566,S/Senger_Joseph_1748_1828
http://www.wikidata.org/entity/Q94940379,B/Brunner_Armin_1861_1929
http://www.wikidata.org/entity/Q94944660,S/Steinhauser_Robert_1852_1920
http://www.wikidata.org/entity/Q94983445,M/Maier-Montearabico_Anton_1824_1903
http://www.wikidata.org/entity/Q94983853,B/Bergmayr_Ignaz-Franz_1784_1853
http://www.wikidata.org/entity/Q94985707,W/Wiener_Wilhelm_1828_1890
http://www.wikidata.org/entity/Q94990509,K/Kimmel_Fidelis_1795_1869
http://www.wikidata.org/entity/Q94991584,T/Taubes-Lebenswarth_Johann_1803_1879
http://www.wikidata.org/entity/Q95004467,S/Schreiber_Friedrich_1879_
http://www.wikidata.org/entity/Q95005648,W/Witz-Oberlin_Carl-Alfons_1845_1918
http://www.wikidata.org/entity/Q95085306,L/Lidl_Josef_1864_1946
http://www.wikidata.org/entity/Q95094736,O/Orel_Josef_1868_1907
http://www.wikidata.org/entity/Q95103271,S/Safranek_Frantisek_1847_1905
http://www.wikidata.org/entity/Q95115272,B/Bondi_Emanuel_1820_1908
http://www.wikidata.org/entity/Q1060329,F/Fabbroni_Giovanni-Valentino-Mattia_1752_1822
http://www.wikidata.org/entity/Q1083826,T/Touaillon_Christine_1878_1928
http://www.wikidata.org/entity/Q1085695,R/Reisser_Christoph_1836_1892
http://www.wikidata.org/entity/Q1096197,I/Ihasz_Daniel_1813_1881
http://www.wikidata.org/entity/Q1099769,J/Jankovich_Miklos_1773_1846
http://www.wikidata.org/entity/Q1100604,J/Jerney_Janos_1800_1855
http://www.wikidata.org/entity/Q1101031,F/Filtsch_Johann_1753_1836
http://www.wikidata.org/entity/Q1102516,J/Jaszay_Pal_1809_1852
http://www.wikidata.org/entity/Q1104895,K/Karlovszky_Bertalan_1858_1938
http://www.wikidata.org/entity/Q1105211,K/Kasselik_Fidel__1831
http://www.wikidata.org/entity/Q1108145,K/Kherndl_Antal_1842_1919
http://www.wikidata.org/entity/Q1111588,K/Kiss_Balint_1772_1853
http://www.wikidata.org/entity/Q1111715,K/Kiss_Gyoergy_1852_1919
http://www.wikidata.org/entity/Q1112227,M/Marx-Marxberg_Wilhelm_1815_1897
http://www.wikidata.org/entity/Q1114085,K/Klug_Nandor_1845_1909
http://www.wikidata.org/entity/Q1114229,K/Kmosko_Mihaly_1876_1931
http://www.wikidata.org/entity/Q1114983,K/Kohn_Samuel_1841_1920
http://www.wikidata.org/entity/Q1115322,K/Kollanyi_Ferenc_1863_1933
http://www.wikidata.org/entity/Q1115468,K/Kolossvary_Sandor_1775_1842
http://www.wikidata.org/entity/Q1118065,K/Komaromy_Andras_1861_1931
http://www.wikidata.org/entity/Q1120187,K/Kovacs-Nagyajta_Istvan_1799_1872
http://www.wikidata.org/entity/Q1121610,K/Kubinyi-Felsoekubin_Agoston_1799_1873
http://www.wikidata.org/entity/Q1122458,D/Dombrowski_Ernst_1862_1917
http://www.wikidata.org/entity/Q1122536,C/Caldonazzi_Walter_1916_1945
http://www.wikidata.org/entity/Q1124984,P/Pechacek_Franz-Xaver_1793_1840
http://www.wikidata.org/entity/Q1126855,K/Koevary_Laszlo_1819_1907
http://www.wikidata.org/entity/Q1128542,L/Lechner_Gyula_1841_1914
http://www.wikidata.org/entity/Q1128742,L/Lehr_Zsigmond_1841_1871
http://www.wikidata.org/entity/Q1128941,L/Lendvay_Benoe_1830_1900
http://www.wikidata.org/entity/Q1129115,L/Lenhossek_Joszef_1818_1888
http://www.wikidata.org/entity/Q1130323,L/Lipthay-Kisfalud_Sandor_1847_1905
http://www.wikidata.org/entity/Q1131983,G/Gaertner_Corbinian_1751_1824
http://www.wikidata.org/entity/Q1149350,S/Szigeti_Jozsef_1822_1902
http://www.wikidata.org/entity/Q1160099,L/Lanczy_Leo_1852_1921
http://www.wikidata.org/entity/Q1160166,L/Lanyi_Karol_1812_1856
http://www.wikidata.org/entity/Q1160388,L/Lazar-Szarhegy_Miklos_1819_1889
http://www.wikidata.org/entity/Q1160511,L/Levay-Kistelek_Henrik_1826_1901
http://www.wikidata.org/entity/Q1163466,M/Mailath-Szekhely_Antal_1801_1873
http://www.wikidata.org/entity/Q1163576,M/Majer_Stephan_1813_1893
http://www.wikidata.org/entity/Q1164345,M/Malonyay_Dezsoe_1866_1916
http://www.wikidata.org/entity/Q1165986,M/Moeckesch_Martin-Samuel_1813_1890
http://www.wikidata.org/entity/Q1175892,N/Neumark_David_1866_1924
http://www.wikidata.org/entity/Q1179833,M/Munkacsi_Flora_1836_1906
http://www.wikidata.org/entity/Q1179891,M/Munyay_Antal_1787_1849
http://www.wikidata.org/entity/Q1212307,M/Mariassy-Markus-Batizfalva_Janos_1822_1905
http://www.wikidata.org/entity/Q1214441,N/Nagy_Paul_1864_1927
http://www.wikidata.org/entity/Q1214458,N/Nagy_Peter_1819_1884
http://www.wikidata.org/entity/Q1219390,N/Nyiry_Istvan_1776_1838
http://www.wikidata.org/entity/Q1219765,N/Nyary-Nyaregyhaza_Albert_1828_1886
http://www.wikidata.org/entity/Q1220433,N/Necsey_Istvan_1870_1902
http://www.wikidata.org/entity/Q1228647,P/Palsovic_Anton_1771_1864
http://www.wikidata.org/entity/Q1232602,P/Peregriny_Elek_1812_1886
http://www.wikidata.org/entity/Q1234771,S/Sattner_Hugolin_1851_1934
http://www.wikidata.org/entity/Q1237750,B/Bilimek_Dominik_1813_1884
http://www.wikidata.org/entity/Q1237621,P/Plosz_Sandor_1846_1925
http://www.wikidata.org/entity/Q1238066,W/Willi_Dominikus_1844_1913
http://www.wikidata.org/entity/Q1238810,P/Polonyi_Geza_1848_1920
http://www.wikidata.org/entity/Q1243365,P/Polya_Jakab_1844_1897
http://www.wikidata.org/entity/Q1243670,S/Stockert_Dora_1870_1947
http://www.wikidata.org/entity/Q1245935,R/Rapaics_Raimund_1845_1909
http://www.wikidata.org/entity/Q1246313,E/Ertmann_Dorothea_1781_1849
http://www.wikidata.org/entity/Q1247038,R/Reich_Jakob_1838_1929
http://www.wikidata.org/entity/Q1249143,R/Riedl_Szende_1831_1873
http://www.wikidata.org/entity/Q1249423,V/Vogel_Emanuel-Hugo_1875_1946
http://www.wikidata.org/entity/Q1251395,T/Tischler_Ludwig_1840_1906
http://www.wikidata.org/entity/Q1252661,L/Luetgendorff-Leinburg_Willibald-Leo_1856_1937
http://www.wikidata.org/entity/Q1252643,R/Rath_Mor_1829_1903
http://www.wikidata.org/entity/Q1253030,R/Rethy_Mor_1846_1925
http://www.wikidata.org/entity/Q1253591,K/Kisch_Alexander_1848_1917
http://www.wikidata.org/entity/Q1253529,R/Ronay_Jacint-Janos_1814_1889
http://www.wikidata.org/entity/Q1254133,S/Schleimer_Hans_1878_1931
http://www.wikidata.org/entity/Q1255384,S/Samassa_Jozsef_1828_1912
http://www.wikidata.org/entity/Q1264100,L/Luger_Engelbert_1861_1926
http://www.wikidata.org/entity/Q1265384,E/Egner_Marie_1850_1940
http://www.wikidata.org/entity/Q1266191,K/Kovacic_Viktor_1874_1924
http://www.wikidata.org/entity/Q1266673,K/Kraljevic_Miroslav_1885_1913
http://www.wikidata.org/entity/Q1267946,P/Porges-Portheim_Max_1857_1937
http://www.wikidata.org/entity/Q1272149,N/Novak_Gustav_1846_1921
http://www.wikidata.org/entity/Q1277066,L/Lisinski_Vatroslav_1819_1854
http://www.wikidata.org/entity/Q1278235,G/Guenther_Gustav_1868_1935
http://www.wikidata.org/entity/Q1278312,M/Mosinski-Zagrabvar_Adolf_1843_1907
http://www.wikidata.org/entity/Q1283567,O/Odehnal_Franz_1870_1928
http://www.wikidata.org/entity/Q1285956,S/Schams_Franz-Josef_1780_1839
http://www.wikidata.org/entity/Q1286351,G/Guschelbauer_Edmund_1839_1912
http://www.wikidata.org/entity/Q1286206,S/Schneller_Istvan_1847_1939
http://www.wikidata.org/entity/Q1286384,H/Hamber_Edmund_1893_1940
http://www.wikidata.org/entity/Q1286317,S/Schvarcz_Gyula_1838_1900
http://www.wikidata.org/entity/Q1286329,S/Schwarz_Johann-Michael_1774_1858
http://www.wikidata.org/entity/Q1286372,S/Schoenherr_Gyula_1864_1908
http://www.wikidata.org/entity/Q1287058,S/Semsey_Andor_1833_1923
http://www.wikidata.org/entity/Q1288763,S/Simonyi-Vitezvar_Lajos_1824_1894
http://www.wikidata.org/entity/Q1288928,J/Just_Eduard-Alexander_1846_1913
http://www.wikidata.org/entity/Q1289745,R/Rueffer_Eduard_1835_1878
http://www.wikidata.org/entity/Q1291614,P/Popovic_Stevan_1845_1918
http://www.wikidata.org/entity/Q1293010,M/Millard_Edward_1822_1906
http://www.wikidata.org/entity/Q1293629,S_43/Szabo_Jozsef_1822_1894
http://www.wikidata.org/entity/Q1294539,S_43/Szamossy_Laszlo_1866_1909
http://www.wikidata.org/entity/Q1294783,K/Kopp_Josef_1827_1907
http://www.wikidata.org/entity/Q1295283,S/Seberini_Ludwig_1820_1875
http://www.wikidata.org/entity/Q1302687,S/Steinegger_Otto_1888_1950
http://www.wikidata.org/entity/Q1449272,T/Tomaselli_Franz_1801_1846
http://www.wikidata.org/entity/Q1449449,W/Wiegele_Franz_1887_1944
http://www.wikidata.org/entity/Q1450013,U/Unterrichter-Rechtenthal_Franz-Sales_1775_1867
http://www.wikidata.org/entity/Q1450216,W/Wertheimer-Wertheimstein_Franziska_1844_1907
http://www.wikidata.org/entity/Q1463913,W/Wass-Czege-Szentegy_Bela_1853_1936
http://www.wikidata.org/entity/Q1490596,S/Stenzinger-Hillardt_Gabriele-Wilhelmine_1840_1913
http://www.wikidata.org/entity/Q1500135,S/Schoeller_Richard_1871_1950
http://www.wikidata.org/entity/Q1502401,W/Winnerl_Joseph-Thaddaeus_1799_1886
http://www.wikidata.org/entity/Q1505357,M/Maier_Georg_1768_1840
http://www.wikidata.org/entity/Q1506264,V/Veith_Georg_1875_1925
http://www.wikidata.org/entity/Q1506718,W/Waldstaetten_Georg_1815_1881
http://www.wikidata.org/entity/Q1519458,D/Davy_Robert_1867_1924
http://www.wikidata.org/entity/Q1520541,H/Huelgerth_Ludwig_1875_1939
http://www.wikidata.org/entity/Q1520967,V/Vetters_Hermann_1880_1941
http://www.wikidata.org/entity/Q1522541,M/Mueller_Gregor_1842_1934
http://www.wikidata.org/entity/Q1525567,B/Buerde-Ney_Jenny_1824_1886
http://www.wikidata.org/entity/Q1526003,C/Canestrini_Giovanni_1835_1900
http://www.wikidata.org/entity/Q1526481,S/Scalvini_Giovita_1791_1843
http://www.wikidata.org/entity/Q1533825,M/Marschall_Godfried_1840_1911
http://www.wikidata.org/entity/Q1539172,F/Franz_Gottfried_1803_1873
http://www.wikidata.org/entity/Q1543405,R/Rokitansky_Hans_1835_1909
http://www.wikidata.org/entity/Q1545138,P/Poeck_Gregor_1862_1945
http://www.wikidata.org/entity/Q1553543,G/Gassner_Guido_1859_1930
http://www.wikidata.org/entity/Q1555872,G/Gross_Gustav_1856_1935
http://www.wikidata.org/entity/Q1555914,H/Harpner_Gustav_1864_1924
http://www.wikidata.org/entity/Q1556034,J/Jahn_Gustav_1879_1919
http://www.wikidata.org/entity/Q1556309,R/Riehl_Gustav_1855_1943
http://www.wikidata.org/entity/Q1556636,K/Korompay_Gustav_1833_1907
http://www.wikidata.org/entity/Q1561797,M/Mrazovic_Matija_1824_1896
http://www.wikidata.org/entity/Q1563693,M/Markovic-Adamov_Pavle_1855_1907
http://www.wikidata.org/entity/Q1565741,S/Schreier_Maximilian_1877_1942
http://www.wikidata.org/entity/Q1567307,A/Arnold_Djuro_1854_1941
http://www.wikidata.org/entity/Q1571447,P/Portele_Karl_1856_1922
http://www.wikidata.org/entity/Q1576426,H/Heintschel-Heinegg_Hanns-Georg_1919_1944
http://www.wikidata.org/entity/Q1582397,S/Schroetter_Hans_1891_1965
http://www.wikidata.org/entity/Q1583423,H/Hebra_Hans_1847_1902
http://www.wikidata.org/entity/Q1583777,R/Russ_Karl_1779_1843
http://www.wikidata.org/entity/Q1593182,W/Wagner_Hedda_1876_1950
http://www.wikidata.org/entity/Q1597392,G/Gradl_Heinrich_1842_1895
http://www.wikidata.org/entity/Q1597875,J/Jauner_Heinrich_1833_1912
http://www.wikidata.org/entity/Q1597872,J/Jantsch_Heinrich_1845_1899
http://www.wikidata.org/entity/Q1600898,S/Schiestl_Heinrich_1864_1940
http://www.wikidata.org/entity/Q1609293,V/Voigtlaender_Johann-Friedrich_1778_1857
http://www.wikidata.org/entity/Q1611383,H/Hallwich_Hermann_1838_1913
http://www.wikidata.org/entity/Q1612553,S/Sander_Hermann_1840_1919
http://www.wikidata.org/entity/Q1618213,H/Heger_Hilde_1899_1998
http://www.wikidata.org/entity/Q1620016,R/Raffalt_Johann-Gualbert_1836_1865
http://www.wikidata.org/entity/Q1633171,B/Becher_Alfred-Julius_1803_1848
http://www.wikidata.org/entity/Q1635754,S/Strache_Hugo_1865_1927
http://www.wikidata.org/entity/Q1643739,O/Orozen_Ignaz_1819_1900
http://www.wikidata.org/entity/Q1644743,G/Gorzkowski_Ludwik-Jedrzej_1811_1857
http://www.wikidata.org/entity/Q1645143,E/Erdheim_Jakob_1874_1937
http://www.wikidata.org/entity/Q1645424,M/Manowarda-Jana_Josef_1890_1942
http://www.wikidata.org/entity/Q1647313,S/Seligmann_Franz-Romeo_1808_1892
http://www.wikidata.org/entity/Q1650894,S/Salzmann_Josef_1819_1874
http://www.wikidata.org/entity/Q1657304,M/Maciejowski_Ignacy_1839_1901
http://www.wikidata.org/entity/Q1657476,M/Mandl_Ignaz_1833_1907
http://www.wikidata.org/entity/Q1657572,H/Heffter-Hohenburg_Johann-Ignaz_1740_1818
