,Europeana_proxy,External_URI,Wikidata_URI
0,http://data.europeana.eu/proxy/europeana/2059209/data_sounds_C1428X0103XX_0100,http://dbpedia.org/resource/A*M*E,http://wikidata.org/entity/Q4646826
1,http://data.europeana.eu/proxy/europeana/2059209/data_sounds_http___sounds_bl_uk_Oral_history_Early_spoken_word_recordings_024M_1CS0089348XX_0100V0,http://dbpedia.org/resource/A._A._Milne,http://wikidata.org/entity/Q207036
2,http://data.europeana.eu/proxy/europeana/2059209/data_sounds_http___sounds_bl_uk_Oral_history_Early_spoken_word_recordings_024M_1CS0089348XX_0200V0,http://dbpedia.org/resource/A._A._Milne,http://wikidata.org/entity/Q207036
3,http://data.europeana.eu/proxy/europeana/9200365/BibliographicResource_1000054843539,http://dbpedia.org/resource/A._B._Frost,http://wikidata.org/entity/Q2865030
4,http://data.europeana.eu/proxy/europeana/2048088/oai_www_internetculturale_it_metaoaicat_oai_bncf_firenze_sbn_it_21_FI0098_Arsbni2_MIL0391326,http://dbpedia.org/resource/A._B._Yehoshua,http://wikidata.org/entity/Q329758
5,http://data.europeana.eu/proxy/europeana/2051918/data_euscreenXL_EUS_D451D6A5122E33FD6763393A617005DE,http://dbpedia.org/resource/A._C._Baantjer,http://wikidata.org/entity/Q738615
6,http://data.europeana.eu/proxy/europeana/9200365/BibliographicResource_3000136003313,http://dbpedia.org/resource/A._E._Housman,http://wikidata.org/entity/Q351410
7,http://data.europeana.eu/proxy/europeana/2059209/data_sounds_http___sounds_bl_uk_Oral_history_Early_spoken_word_recordings_024M_1CS0005285XX_0100V0,http://dbpedia.org/resource/A._E._W._Mason,http://wikidata.org/entity/Q382786
8,http://data.europeana.eu/proxy/europeana/2059209/data_sounds_http___sounds_bl_uk_Oral_history_Early_spoken_word_recordings_024M_1CS0005285XX_0200V0,http://dbpedia.org/resource/A._E._W._Mason,http://wikidata.org/entity/Q382786
9,http://data.europeana.eu/proxy/europeana/2048088/oai_www_internetculturale_it_metaoaicat_oai_bncf_firenze_sbn_it_21_FI0098_Arsbni2_RAV0278406,http://dbpedia.org/resource/A._E._van_Vogt,http://wikidata.org/entity/Q315059
10,http://data.europeana.eu/proxy/europeana/92034/GVNRC_IISG03_30051001910097,http://dbpedia.org/resource/A._J._Croce,http://wikidata.org/entity/Q4647901
11,http://data.europeana.eu/proxy/europeana/2048212/michael_kors_ss11_478,http://dbpedia.org/resource/A._J._McLean,http://wikidata.org/entity/Q313408
12,http://data.europeana.eu/proxy/europeana/2059209/data_sounds_1LL0002393XX_0002,http://dbpedia.org/resource/A._L._Lloyd,http://wikidata.org/entity/Q4472054
