,Europeana_proxy,External_URI,Wikidata_URI
0,http://data.europeana.eu/proxy/europeana/2059218/data_sounds_IT_DDS0000014661000000,http://dbpedia.org/resource/Jussi_Jalas,http://wikidata.org/entity/Q335623
1,http://data.europeana.eu/proxy/europeana/90402/RP_P_1909_4378,http://dbpedia.org/resource/Justus_Sustermans,http://wikidata.org/entity/Q974195
2,http://data.europeana.eu/proxy/europeana/90402/RP_P_1940_1118,http://dbpedia.org/resource/Justus_Sustermans,http://wikidata.org/entity/Q974195
3,http://data.europeana.eu/proxy/europeana/90402/RP_P_1991_17_69,http://dbpedia.org/resource/Justus_Sustermans,http://wikidata.org/entity/Q974195
4,http://data.europeana.eu/proxy/europeana/90402/RP_P_1909_5208,http://dbpedia.org/resource/Justus_Sustermans,http://wikidata.org/entity/Q974195
5,http://data.europeana.eu/proxy/europeana/04202/BibliographicResource_3000135600240,http://dbpedia.org/resource/Justus_van_Egmont,http://wikidata.org/entity/Q1034140
6,http://data.europeana.eu/proxy/europeana/09404/id_oai_cyfrowe_mnw_art_pl_4244,http://dbpedia.org/resource/Justus_van_Egmont,http://wikidata.org/entity/Q1034140
7,http://data.europeana.eu/proxy/europeana/2021664/search_identifier_uvu_items_f04013937e0a6db6b7c39cd582778633,http://dbpedia.org/resource/Justus_van_Egmont,http://wikidata.org/entity/Q1034140
8,http://data.europeana.eu/proxy/europeana/90402/RP_P_1884_A_7716,http://dbpedia.org/resource/Justus_van_Egmont,http://wikidata.org/entity/Q1034140
9,http://data.europeana.eu/proxy/europeana/90402/RP_P_1905_745,http://dbpedia.org/resource/Justus_van_Egmont,http://wikidata.org/entity/Q1034140
10,http://data.europeana.eu/proxy/europeana/90402/RP_P_1920_2776,http://dbpedia.org/resource/Justus_van_Egmont,http://wikidata.org/entity/Q1034140
11,http://data.europeana.eu/proxy/europeana/90402/RP_P_OB_16_392,http://dbpedia.org/resource/Justus_van_Egmont,http://wikidata.org/entity/Q1034140
12,http://data.europeana.eu/proxy/europeana/90402/RP_P_1905_1192,http://dbpedia.org/resource/Justus_van_Egmont,http://wikidata.org/entity/Q1034140
13,http://data.europeana.eu/proxy/europeana/90402/RP_P_1910_2057,http://dbpedia.org/resource/Justus_van_Egmont,http://wikidata.org/entity/Q1034140
14,http://data.europeana.eu/proxy/europeana/90402/RP_P_1910_2613,http://dbpedia.org/resource/Justus_van_Egmont,http://wikidata.org/entity/Q1034140
15,http://data.europeana.eu/proxy/europeana/9200134/BibliographicResource_3000004788659,http://dbpedia.org/resource/Justus_van_Egmont,http://wikidata.org/entity/Q1034140
16,http://data.europeana.eu/proxy/europeana/9200376/BibliographicResource_3000100197822,http://dbpedia.org/resource/Justus_van_Egmont,http://wikidata.org/entity/Q1034140
