,Europeana_proxy,External_URI,Wikidata_URI
0,http://data.europeana.eu/proxy/europeana/03927/_0012_oai_biusante_parisdescartes_fr_image_CIPB1316,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
1,http://data.europeana.eu/proxy/europeana/04101/CDAF965F4D385F21631E98E5FB825330212218FA,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
2,http://data.europeana.eu/proxy/europeana/08568/dokumente_html_obj67101753,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
3,http://data.europeana.eu/proxy/europeana/15502/GG_371,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
4,http://data.europeana.eu/proxy/europeana/15502/GG_9685,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
5,http://data.europeana.eu/proxy/europeana/15508/11553,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
6,http://data.europeana.eu/proxy/europeana/15508/11554,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
7,http://data.europeana.eu/proxy/europeana/15508/15216,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
8,http://data.europeana.eu/proxy/europeana/2021618/internetserver_Details_kunst_14412,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
9,http://data.europeana.eu/proxy/europeana/2021618/internetserver_Details_kunst_14413,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
10,http://data.europeana.eu/proxy/europeana/2021618/internetserver_Details_kunst_14415,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
11,http://data.europeana.eu/proxy/europeana/2021618/internetserver_Details_kunst_14482,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
12,http://data.europeana.eu/proxy/europeana/2021618/internetserver_Details_kunst_14592,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
13,http://data.europeana.eu/proxy/europeana/2021618/internetserver_Details_kunst_16524,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
14,http://data.europeana.eu/proxy/europeana/2021618/internetserver_Details_kunst_18403,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
15,http://data.europeana.eu/proxy/europeana/2021618/internetserver_Details_kunst_26586,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
16,http://data.europeana.eu/proxy/europeana/2021618/internetserver_Details_kunst_26587,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
17,http://data.europeana.eu/proxy/europeana/2021618/internetserver_Details_kunst_26953,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
18,http://data.europeana.eu/proxy/europeana/2021618/internetserver_Details_kunst_26963,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
19,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990625260101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
20,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990625390101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
21,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990625480101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
22,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990625560101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
23,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990625660101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
24,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990625740101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
25,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990625790101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
26,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990625880101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
27,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990625910101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
28,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990626000101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
29,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990626080101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
30,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990626120101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
31,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990626180101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
32,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990626300101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
33,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990626350101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
34,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990626630101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
35,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990626650101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
36,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990626720101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
37,http://data.europeana.eu/proxy/europeana/2024903/photography_ProvidedCHO_KU_Leuven_9990626740101488,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
38,http://data.europeana.eu/proxy/europeana/2048005/Athena_Plus_ProvidedCHO_Nationalmuseum__Sweden_143449,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
39,http://data.europeana.eu/proxy/europeana/2048005/Athena_Plus_ProvidedCHO_Nationalmuseum__Sweden_23737,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
40,http://data.europeana.eu/proxy/europeana/2048001/Athena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10283962,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
41,http://data.europeana.eu/proxy/europeana/2048001/Athena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10283963,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
42,http://data.europeana.eu/proxy/europeana/2048005/Athena_Plus_ProvidedCHO_Nationalmuseum__Sweden_65852,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
43,http://data.europeana.eu/proxy/europeana/2048001/Athena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10334428,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
44,http://data.europeana.eu/proxy/europeana/2048001/Athena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10334429,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
45,http://data.europeana.eu/proxy/europeana/2048001/Athena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10334430,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
46,http://data.europeana.eu/proxy/europeana/2048001/Athena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10334431,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
47,http://data.europeana.eu/proxy/europeana/2048001/Athena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10334432,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
48,http://data.europeana.eu/proxy/europeana/2048001/Athena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10334433,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
49,http://data.europeana.eu/proxy/europeana/2048001/Athena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10334434,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
50,http://data.europeana.eu/proxy/europeana/2048001/Athena_Plus_ProvidedCHO_KIK_IRPA__Brussels__Belgium__AP_10334435,http://dbpedia.org/resource/Philippe_de_Champaigne,http://wikidata.org/entity/Q314814
